English	Slovak
Eye	Kategória:Oko
Ezra Pound	Ezra Pound
F	F
Fable	Bájka
Face	Tvár
Fact	Šablóna:Bez citácie
Factorial	Faktoriál
Fagaceae	Kategória:Bukovité
Fahrenheit	Stupeň Fahrenheita
Fair use	Fair use
Falconiformes	Sokolotvaré
Falkland Islands	Falklandy
Fallacy	Logický klam
Fallopian tube	Vajíčkovod
Fallow Deer	Daniel škvrnitý
Family	Kategória:Rodina
Family (biology)	Čeľaď (taxonómia)
Family history	Genealógia (história)
Family name	Priezvisko
Fantasy	Fantasy
Farad	Farad
Faroe Islands	Kategória:Faerské ostrovy
Fascism	Fašizmus
Fascism	Kategória:Fašizmus
Fashion	Kategória:Móda
Fashion	Móda
Fast food	Rýchle občerstvenie
Fasting	Pôst
Fatah	Fatah
Fault (geology)	Tektonický zlom
Fauna	Fauna
Fauvism	Fauvizmus
Fax	Fax (zariadenie)
Fear	Strach
Feather	Perie
February	Február
February 12	12. február
February 14	14. február
February 2	2. február
February 22	22. február
February 29	29. február
February Revolution	Februárová revolúcia (1917)
Feces	Výkal
Federal Reserve System	Federal Reserve System
Federated States of Micronesia	Mikronézia (štát)
Federated States of Micronesia	Kategória:Mikronézia (štát)
Federation	Federácia
Federico Fellini	Federico Fellini
Fedora (Linux distribution)	Fedora Core
Feedback	Spätná väzba
Feldspar	Skupina živca
Felidae	Mačkovité
Felix Mendelssohn	Felix Mendelssohn-Bartholdy
Feminism	Feminizmus (hnutie)
Feminism	Kategória:Feminizmus
Fennel	Fenikel obyčajný
Ferdinand II	Ferdinand II. Habsburský
Ferdinand Magellan	Fernão de Magalhães
Ferdinand de Saussure	Ferdinand de Saussure
Fermion	Fermión
Fermium	Fermium
Fertile Crescent	Úrodný polmesiac
Fertilisation	Oplodnenie
Feudalism	Feudalizmus
Fever	Horúčka
Fiat	FIAT
Fibonacci number	Fibonacciho postupnosť
Fiction	Kategória:Fikcia
Fidel Castro	Fidel Castro
Field (mathematics)	Pole (algebra)
Field hockey	Pozemný hokej
Fighter aircraft	Stíhacie lietadlo
Figure skating	Krasokorčuľovanie
Fiji	Fidži
Fiji	Kategória:Fidži
File Allocation Table	File Allocation Table
File Transfer Protocol	File Transfer Protocol
File system	Súborový systém
Filippo Brunelleschi	Filippo Brunelleschi
Film	Kategória:Kinematografia
Film	Film
Film	Portál:Film
Fin Whale	Vráskavec myšok
Finance	Kategória:Financie
Finger	Prst
Fingerprint	Daktyloskopia
Finland	Fínsko
Finland	Kategória:Fínsko
Fire	Oheň
Firearm	Strelná zbraň
Firewall (networking)	Firewall
Firmware	Firmware
First Council of Constantinople	Prvý carihradský koncil
First Council of Nicaea	Prvý nicejský koncil
First Crusade	Prvá križiacka výprava
First aid	Prvá pomoc
First language	Materinský jazyk
Fish	Ryby (v najširšom zmysle)
Fish	Kategória:Ryby
Fishing	Kategória:Rybárstvo
Fjord	Fjord
Flag	Zástava
Flamenco	Flamenco
Flamingo	Plameniakotvaré
Flash memory	Flash pamäť
Flatworm	Ploskavce
Flea	Blchy
Flint	Silicit
Flip-flop (electronics)	Preklápací obvod
Floppy disk	Disketa
Florence	Florencia
Florence Nightingale	Florence Nightingalová
Florida	Florida
Florida	Kategória:Florida
Flour	Múka
Fluid	Tekutina
Fluid mechanics	Mechanika tekutín
Fluorite	Fluorit
Fog	Hmla
Folic acid	Kyselina listová
Folk music	Folk
Folklore	Folklór
Folklore	Kategória:Folklór
Food	Jedlo
Football (soccer)	Futbal
Football (soccer)	Kategória:Futbal
Football (soccer) by country	Kategória:Futbal podľa štátu
Football (soccer) clubs	Kategória:Futbalové kluby
Football (soccer) managers	Kategória:Futbaloví tréneri
Football (soccer) players	Kategória:Futbalisti
Football (soccer) venues	Kategória:Futbalové štadióny
Force	Sila
Forest	Les
Form of government	Forma štátu
Formaldehyde	Formaldehyd
Formic acid	Kyselina mravčia
Fornax	Súhvezdie Pec
Fort Worth	Fort Worth
Fortran	Fortran
Fossil	Fosília
Fossil fuel	Fosílne palivo
Foucault pendulum	Foucaultovo kyvadlo
Fountain	Fontána
Fourier series	Fourierov rad
Fourth Crusade	Štvrtá križiacka výprava
Fractal	Fraktál
Fraction (mathematics)	Zlomok
France	Francúzsko
France	Kategória:Francúzsko
Francis Bacon	Francis Bacon
Francis Crick	Francis Harry Compton Crick
Francis Drake	Francis Drake
Francis Ford Coppola	Francis Ford Coppola
Francis II	František II. (SRR)
Francis Poulenc	Francis Poulenc
Francis of Assisi	František z Assisi
Franciscan	Františkáni
Francisco Franco	Francisco Franco
Francisco Goya	Francisco Goya
Francisco Pizarro	Francisco Pizarro
Francium	Francium
Frank Lloyd Wright	Frank Lloyd Wright
Frank Sinatra	Frank Sinatra
Frankfort	Frankfort (Kentucky)
Frankfurt	Frankfurt nad Mohanom
Frankfurt	Kategória:Frankfurt nad Mohanom
Frankfurt (disambiguation)	Frankfurt
Frans Hals	Frans Hals
Franz Kafka	Franz Kafka
Franz Liszt	Franz Liszt
Franz Schubert	Franz Schubert
Frederick I	Fridrich I. (SRR)
Frederick II	Fridrich II. (SRR)
Frederick Sanger	Frederick Sanger
Frederick Soddy	Frederick Soddy
Free will	Slobodná vôľa
Freedom of speech	Sloboda slova
Freemasonry	Slobodomurárstvo
Freetown	Freetown
Freeware	Freeware
French Polynesia	Francúzska Polynézia
French Revolution	Francúzska revolúcia
French Revolution	Kategória:Francúzska revolúcia
French franc	Francúzsky frank
French people	Kategória:Francúzske osobnosti
Frequency	Frekvencia (fyzika)
Fresco	Freska
Fresno	Fresno (Kalifornia)
Friction	Trenie
Friday	Piatok
Fridtjof Nansen	Fridtjof Nansen
Friedrich Engels	Friedrich Engels
Friesland	Frízsko (provincia)
Fritz Haber	Fritz Haber
Frog	Žabotvaré
Fruit	Kategória:Ovocie
Fucking	Fucking
Fuel	Palivo
Fugue	Fúga
Fukuoka	Fukuoka (Fukuoka)
Full moon	Spln
Funafuti	Funafuti
Function (mathematics)	Zobrazenie (matematika)
Fundamental	Kategória:Základné kategórie
Fundamental interaction	Základná interakcia
Fundamentalism	Fundamentalizmus
Fungi	Kategória:Huby
Fungus	Huby
Funicular	Pozemná lanovka
Funk	Funk
Furniture	Kategória:Nábytok
Furniture	Nábytok
Future	Budúcnosť
Futurism (art)	Futurizmus
Fuzzy logic	Fuzzy logika
Fyodor Dostoevsky	Fiodor Michajlovič Dostojevskij
G	G
GIMP	GIMP
GNOME	GNOME
GNU	GNU
Gabon	Gabon
Gabon	Kategória:Gabon
Gaborone	Gaborone
Gabriel	Gabriel (anjel)
Gadolinium	Gadolínium
Gaetano Donizetti	Gaetano Donizetti
Gaia (mythology)	Gaia (mytológia)
Galatia	Galatia
Galaxy	Galaxia
Galen	Claudius Galénos
Galena	Galenit
Galicia (Central Europe)	Halič (región)
Galicia (Spain)	Galícia
Galileo (spacecraft)	Galileo (kozmická sonda)
Galileo Galilei	Galileo Galilei
Gallbladder	Žlčník
Galley	Galéra
Galliformes	Kurotvaré
Galliformes	Kategória:Kurotvaré
Gallium	Gálium
Gallon	Galón
Gamal Abdel Nasser	Gamál Abd an-Násir
Gambling	Hazardná hra
Game	Hra
Game theory	Teória hier
Gamma	Gama (grécke písmeno)
Gamma ray	Žiarenie gama
Ganesha	Ganeš
Ganges	Ganga
Ganja	Gəncə
Ganymede	Ganymedes (mytológia)
Ganymede (moon)	Ganymedes (mesiac)
Gap	Gap
Garden	Záhrada
Garden of Eden	Rajská záhrada
Gardening	Záhradníctvo
Garlic	Cesnak kuchynský
Garnet	Skupina granátu
Gas	Plyn
Gas constant	Univerzálna plynová konštanta
Gas giant	Joviálna planéta
Gasoline	Benzín
Gastrointestinal tract	Tráviaca sústava
Gastropoda	Ulitníky
Gaul	Galia
Gautama Buddha	Gautama Budha
Gaza	Gaza
Gaza Strip	Pásmo Gazy
Gear	Ozubené koleso
Geb	Geb
Gemini (constellation)	Súhvezdie Blíženci
Gemstone	Drahokam
Gene	Gén
Genealogy	Genealógia (história)
General Agreement on Tariffs and Trade	Všeobecná dohoda o clách a obchode
General Officer	Generál
General relativity	Všeobecná teória relativity
Genesis	Genesis (Biblia)
Genetic code	Genetický kód
Genetics	Genetika
Genetics	Kategória:Genetika
Geneva	Ženeva
Genitive case	Genitív
Genoa	Janov (Taliansko)
Genocide	Genocída (právo)
Genome	Genóm
Genotype	Genotyp
Genus	Rod (taxonómia)
Geochemistry	Geochémia
Geodesy	Geodézia
Geodesy	Kategória:Geodézia
Geoffrey Chaucer	Geoffrey Chaucer
Geography	Geografia
Geography	Kategória:Geografia
Geography	Portál:Geografia
Geology	Kategória:Geológia
Geology	Geológia
Geometric progression	Geometrická postupnosť
Geometry	Geometria
Geometry	Kategória:Geometria
Geomorphology	Geomorfológia
Geomorphology	Kategória:Geomorfológia
Geophysics	Geofyzika
Geophysics	Kategória:Geofyzika
Geopolitics	Geopolitika
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
George Berkeley	George Berkeley
George Bernard Shaw	George Bernard Shaw
George Boole	George Boole
George Bush	George Bush
George Frideric Handel	Georg Friedrich Händel
George Gershwin	George Gershwin
George Harrison	George Harrison
George Lucas	George Lucas
George Marshall	George Catlett Marshall
George Orwell	George Orwell
George W. Bush	George W. Bush
George Washington	George Washington
Georges Clemenceau	Georges Clemenceau
Georgetown	Georgetown (Guyana)
Georgia (U.S. state)	Georgia (štát USA)
Georgia (U.S. state)	Kategória:Georgia (štát USA)
Georgia (country)	Gruzínsko
Georgia (country)	Kategória:Gruzínsko
Gerald Ford	Gerald Ford
Gerard Kuiper	Gerard Peter Kuiper
German Shepherd Dog	Nemecký ovčiak
German language	Nemčina
German language	Kategória:Nemčina
German mark	Nemecká marka
Germanium	Germánium
Germany	Nemecko
Germany	Kategória:Nemecko
Geronimo	Geronimo
Gestapo	Gestapo
Geyser	Gejzír
Ghana	Ghana
Ghana	Kategória:Ghana
Ghetto	Geto
Ghost	Duch (prízrak)
Giacomo Puccini	Giacomo Puccini
Giant Panda	Panda veľká
Gibbon	Gibonorodé
Gibraltar	Gibraltár
Gibraltar	Kategória:Gibraltár
Gigabyte	Gigabajt
Gilgamesh	Gilgameš
Ginger	Ďumbier (korenie)
Ginkgo	Ginko dvojlaločné
Giordano Bruno	Giordano Bruno
Giotto di Bondone	Giotto di Bondone
Giovanni Boccaccio	Giovanni Boccaccio
Giraffe	Žirafa štíhla
Giraffidae	Žirafovité
Girolamo Savonarola	Girolamo Savonarola
Gironde	Gironde (departement)
Giuseppe Garibaldi	Giuseppe Garibaldi
Giuseppe Verdi	Giuseppe Verdi
Giza	Gíza (mesto)
Glacier	Ľadovec
Gladiator	Gladiátor
Gland	Žľaza
Glasgow	Glasgow
Glasnost	Glasnosť
Glass	Sklo
Glasses	Okuliare
Glider	Klzák
Global Positioning System	Global Positioning System
Global warming	Globálne otepľovanie
Gloucestershire	Gloucestershire
Glucose	Glukóza
Gluon	Gluón
Glutamic acid	Kyselina glutámová
Glycogen	Glykogén
Gnathostomata	Čeľustnatce
Gneiss	Rula
Gnosticism	Gnosticizmus
Go (board game)	Go
Goa	Goa
Goat	Koza domáca
Gobi Desert	Gobi
God	Boh
Gold	Zlato
Golda Meir	Golda Meirová
Golden Eagle	Orol skalný
Golden Gate Bridge	Golden Gate Bridge
Golden Retriever	Zlatý retríver
Golf	Golf
Golf	Kategória:Golf
Golgi apparatus	Golgiho aparát
Good Friday	Veľký piatok
Google	Google
Google	Kategória:Google
Googol	Googol
Gorilla	Gorila
Goshawk	Jastrab lesný
Gothenburg	Göteborg
Gotthold Ephraim Lessing	Gotthold Ephraim Lessing
Gottlieb Daimler	Gottlieb Daimler
Gout	Dna
Grace Kelly	Grace Kellyová
Gradient	Gradient
Graffiti	Graffiti
Gram	Gram
Grammar	Gramatika (jazykoveda)
Grammar	Kategória:Gramatika
Granada	Granada
Grand Canyon	Veľký kaňon
Grandmaster (chess)	Veľmajster (šach)
Granite	Granit
Graphic design	Kategória:Grafický dizajn
Graphical user interface	GUI
Graphite	Grafit
Gravitation	Gravitácia
Graviton	Gravitón
Gray (unit)	Gray (jednotka)
Gray Wolf	Vlk dravý
Graz	Graz
Great Barrier Reef	Veľká koralová bariéra
Great Britain	Veľká Británia (ostrov)
Great Crested Grebe	Potápka chochlatá
Great Depression	Veľká hospodárska kríza
Great Lakes	Veľké kanadské jazerá
Great Rift Valley	Východoafrická priekopová prepadlina
Great Wall of China	Veľký čínsky múr
Great white shark	Žralok modrý
Greater London	Veľký Londýn
Grebe	Potápkotvaré
Greece	Grécko
Greece	Kategória:Grécko
Greek alphabet	Grécka abeceda
Greek mythology	Kategória:Grécka mytológia
Green	Zelená
Greenhouse	Skleník
Greenhouse effect	Skleníkový efekt
Greenhouse gas	Skleníkový plyn
Greenland	Grónsko
Greenland Sea	Grónske more
Greenpeace	Greenpeace
Gregor Mendel	Gregor Mendel
Gregorian calendar	Gregoriánsky kalendár
Grenada	Kategória:Grenada
Grenoble	Grenoble
Greta Garbo	Greta Garbo
Grey	Sivá
Greylag Goose	Hus divá
Gross domestic product	Hrubý domáci produkt
Group	Skupina (sociológia)
Group (mathematics)	Grupa (matematika)
Group (periodic table)	Skupina (periodická tabuľka)
Grover Cleveland	Stephen Grover Cleveland
Grozny	Groznyj
Gruiformes	Žeriavotvaré
Grus (constellation)	Súhvezdie Žeriav
Guadeloupe	Guadeloupe
Guam	Guam
Guangzhou	Kanton (mesto)
Guanine	Guanín
Guatemala	Kategória:Guatemala (štát)
Guatemala City	Guatemala (mesto)
Guayaquil	Santiago de Guayaquil
Guernsey	Guernsey
Guglielmo Marconi	Guglielmo Marconi
Guild	Cech
Guillaume Apollinaire	Guillaume Apollinaire
Guillotine	Gilotína
Guinea	Guinea (štát)
Guinea	Kategória:Guinea (štát)
Guinea-Bissau	Guinea-Bissau
Guinea-Bissau	Kategória:Guinea-Bissau
Guitar	Gitara
Gulf Stream	Golfský prúd
Gulf War	Druhá vojna v Perzskom zálive
Gulf of Bothnia	Botnický záliv
Gulf of Finland	Fínsky záliv
Gulf of Guinea	Guinejský záliv
Gulf of Mexico	Mexický záliv
Guppy	Gupka dúhová
Gustav Klimt	Gustav Klimt
Gustav Mahler	Gustav Mahler
Gustave Courbet	Gustave Courbet
Gustave Flaubert	Gustave Flaubert
Guy de Maupassant	Guy de Maupassant
Guyana	Kategória:Guyana (štát)
Gymnastics	Gymnastika
Gymnosperm	Nahosemenné rastliny
Gynaecology	Gynekológia
Gypsum	Sadrovec
Gyroscope	Gyroskop
H	H
H. G. Wells	Herbert George Wells
HIV	HIV
HTML	Hypertext markup language
Hacker	Haker
Hadean	Hadaikum
Hades	Hádes
Hadrian	Hadrián
Hadrian's Wall	Hadriánov val
Hadron	Hadrón
Hafnium	Hafnium
Hagia Sophia	Hagia Sofia
Haifa	Hajfa
Haiku	Haiku
Hail	Krúpa (ľadovec)
Hail Mary	Zdravas Mária
Hair	Chlp (cicavce)
Haiti	Haiti (štát)
Haiti	Kategória:Haiti (štát)
Half-life	Polčas rozpadu
Halle	Halle (Saale)
Halloween	Halloween
Hallucination	Halucinácia
Halogen	Halogény
Hamburg	Hamburg
Hamburger	Hamburger
Hamlet	Hamlet
Hammer	Kladivo (nástroj)
Hammer and sickle	Kosák a kladivo
Hammurabi	Chammu-rabi
Hampshire	Hampshire
Hand	Články prstov
Hand grenade	Ručný granát
Handgun	Pištoľ
Hanging Gardens of Babylon	Semiramidine visuté záhrady
Hannah Arendt	Hannah Arendtová
Hannibal	Hannibal Barkas
Hanoi	Hanoj
Hanover	Hannover
Hans Bethe	Hans Albrecht Bethe
Hans Christian Andersen	Hans Christian Andersen
Hanukkah	Chanuka
Happiness	Šťastie (pocit)
Harare	Harare
Hardness	Materiálová tvrdosť
Harem	Hárem
Harlem	Harlem
Harold Pinter	Harold Pinter
Harp	Harfa
Harpsichord	Čembalo
Harriet Beecher Stowe	Harriet Beecher Stowe
Harriet Tubman	Harriet Tubmanová
Harrisburg	Harrisburg (Pensylvánia)
Harry Houdini	Harry Houdini
Hartford	Hartford (Connecticut)
Hassium	Hassium
Haute-Normandie	Horná Normandia
Havana	Havana
Hawaii	Havaj (štát USA)
Hawaii	Kategória:Havaj (štát USA)
Head	Hlava
Head of state	Hlava štátu
Health	Zdravie
Health	Kategória:Zdravie
Heart	Srdce (orgán)
Heavy metal music	Heavy metal
Heavy water	Ťažká voda
Hebrew alphabet	Hebrejská abeceda
Hebrew calendar	Židovský kalendár
Hectare	Hektár
Hector Berlioz	Hector Berlioz
Hedonism	Hedonizmus
Heinrich Hertz	Heinrich Rudolf Hertz
Heinrich Himmler	Heinrich Himmler
Heinrich Schliemann	Heinrich Schliemann
Helen Keller	Helen Kellerová
Helena	Helena (Montana)
Helicopter	Vrtuľník
Helios	Helios
Helium	Hélium
Hell	Peklo
Helsinki	Helsinki
Hematite	Hematit
Hematology	Hematológia
Hematology	Kategória:Hematológia
Hemoglobin	Hemoglobín
Hemorrhoid	Hemoroidy
Henri Becquerel	Antoine Henri Becquerel
Henri Bergson	Henri Bergson
Henrik Ibsen	Henrik Ibsen
Henry (unit)	Henry (jednotka)
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry Kissinger	Henry Kissinger
Henry Purcell	Henry Purcell
Hephaestus	Hefaistos
Hera	Héra
Heracles	Herakles
Heraclitus	Herakleitos
Heraldry	Heraldika
Heraldry	Kategória:Heraldika
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Hercules	Herakles
Hercules (constellation)	Súhvezdie Herkules
Heresy	Heréza
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann Minkowski	Hermann Minkowski
Hermann von Helmholtz	Hermann von Helmholtz
Hermeneutics	Hermeneutika
Hermes	Hermes (boh)
Hero	Hrdina
Hero of Alexandria	Herón z Alexandrie
Herod the Great	Herodes Veľký
Herodotus	Herodotos
Heroin	Heroín
Heron	Volavkovité
Hertfordshire	Hertfordshire
Hertz	Hertz (jednotka)
Hesiod	Hesiodos
Hesse	Hesensko
Hesse	Kategória:Hesensko
Hestia	Hestia
Heterotroph	Heterotrofia
Hexadecimal	Šestnástková sústava
Hexagon	Šesťuholník
Hezbollah	Hizballáh
Hibernation	Hibernácia
Hieronymus Bosch	Hieronymus Bosch
Hilbert space	Hilbertov priestor
Himalayas	Himaláje
Hindu Kush	Hindúkuš
Hinduism	Hinduizmus
Hinduism	Kategória:Hinduizmus
Hipparchus	Hipparchos
Hippie	Hippies
Hippocrates	Hippokrates
Hippocratic Oath	Hippokratova prísaha
Hirohito	Hirohito
Hispaniola	Haiti (ostrov)
Histology	Histológia
Histology	Kategória:Histológia
Historiography	Historiografia (dejepisectvo)
History	Dejiny
History	Kategória:História
History	Portál:História
Ho Chi Minh	Ho Či Min
Ho Chi Minh City	Hočiminovo Mesto
Hobart	Hobart (Tasmánia)
Hobbit	Hobit
Hobby	Hobby
Hokusai	Kacušika Hokusai
Holiday	Sviatok
Hollywood	Hollywood
Holmium	Holmium
Holocene	Holocén
Holography	Holografia
Holy Grail	Svätý grál
Holy Roman Empire	Rímskonemecká ríša
Holy Spirit	Duch Svätý
Homeopathy	Homeopatia
Homeostasis	Homeostáza
Homer	Homér
Homo (genus)	Človek (Homo)
Homo erectus	Človek vzpriamený
Homo habilis	Človek zručný
Homonym	Homonymum
Homophobia	Homofóbia
Homosexuality	Homosexualita
Honduras	Honduras
Honduras	Kategória:Honduras
Honey	Med
Honey Buzzard	Včelár lesný
Hong Kong	Hongkong
Honiara	Honiara
Honolulu	Honolulu
Hookah	Vodná fajka
Hooke's law	Hookov zákon
Hoopoe	Dudok chochlatý
Horace	Horatius
Horatio Nelson	Horatio Nelson
Horizon	Obzor (Zem)
Hormone	Hormón
Horn of Africa	Africký roh
Horoscope	Horoskop
Horse	Kôň (podrod)
Horse racing	Dostihy
Horus	Hórus
Hospital	Nemocnica
Hotel	Hotel
Hour	Hodina
House (TV series)	Dr. House
Houston	Houston
Hovercraft	Vznášadlo
Howard Carter (archaeologist)	Howard Carter
Hubble's law	Hubblova konštanta
Hudson Bay	Hudsonov záliv
Hudson River	Hudson River
Hugh Capet	Hugo Kapet
Hugo Grotius	Hugo Grotius
Huguenot	Hugenoti
Human	Človek rozumný
Humanism	Humanizmus (ľudomilnosť)
Humerus	Ramenná kosť
Humor	Kategória:Humor
Humour	Humor
Humpback Whale	Vráskavec dlhoplutvý
Humphrey Bogart	Humphrey Bogart
Hundred Years' War	Storočná vojna
Hungary	Maďarsko
Hungary	Kategória:Maďarsko
Hunting	Lov
Hydra (constellation)	Súhvezdie Hydra
Hydrocarbon	Uhľovodík
Hydrogen	Vodík
Hydrogen bond	Vodíková väzba
Hydrogen cyanide	Kyanovodík
Hydrogen peroxide	Peroxid vodíka
Hydrology	Hydrológia
Hydrology	Kategória:Hydrológia
Hydrolysis	Hydrolýza
Hydrosphere	Hydrosféra
Hydroxide	Hydroxid
Hydrus	Súhvezdie Vodný had
Hygiene	Kategória:Hygiena
Hymenoptera	Kategória:Blanokrídlovce
Hymenoptera	Blanokrídlovce
Hyperbola	Hyperbola
Hyperbole	Hyperbola (literatúra)
Hyperion (moon)	Hyperion (mesiac)
Hyperion (mythology)	Hyperión (boh)
Hypertext	Hypertext
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnosis	Hypnóza
Hypothalamus	Podlôžko
Hypothesis	Hypotéza
I	I
I. M. Pei	Ieoh Ming Pei
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (moon)	Japetus (mesiac)
Iberian Peninsula	Pyrenejský polostrov
Ice	Ľad
Ice age	Ľadová doba
Ice cream	Zmrzlina
Ice hockey	Ľadový hokej
Ice hockey	Kategória:Ľadový hokej
Iceland	Island
Iceland	Kategória:Island
Icon	Ikona
Iconoclasm	Obrazoborectvo
Idaho	Idaho
Idaho	Kategória:Idaho
Ideal gas	Ideálny plyn
Idealism	Idealizmus
Identity element	Neutrálny prvok
Ideology	Ideológia
Ido	Ido
Ignatius of Loyola	Ignác z Loyoly
Igneous rock	Vyvretá hornina
Igor Stravinsky	Igor Fiodorovič Stravinskij
Iliad	Iliada
Illinois	Illinois
Illinois	Kategória:Illinois
Image scanner	Skener
Imam	Imám
Immanuel Kant	Immanuel Kant
Immune system	Imunitný systém
Immunology	Imunológia
Immunology	Kategória:Imunológia
Imperialism	Imperializmus
Impressionism	Impresionizmus
Incest	Incest
Incheon	Inčhon
Inclined plane	Naklonená rovina
India	India
India	Kategória:India
Indian Ocean	Indický oceán
Indian Ocean	Kategória:Indický oceán
Indiana	Indiana
Indiana	Kategória:Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gándhiová
Indium	Indium
Indonesia	Indonézia
Indonesia	Kategória:Indonézia
Indra	Indra
Inductor	Cievka (elektrická súčiastka)
Indus (constellation)	Súhvezdie Indián
Indus River	Indus
Industrial Revolution	Priemyselná revolúcia
Industry	Priemysel
Industry	Kategória:Priemysel
Inertia	Zotrvačnosť
Infantry	Pechota
Infectious disease	Infekčná choroba
Infinity	Nekonečno
Inflation	Inflácia
Influenza	Chrípka
Information	Informácia
Infrared	Infračervené žiarenie
Ingmar Bergman	Ingmar Bergman
Innsbruck	Innsbruck
Inorganic chemistry	Anorganická chémia
Inorganic chemistry	Kategória:Anorganická chémia
Inquisition	Inkvizícia
Insect	Hmyz
Insectivora	Hmyzožravce
Insulin	Inzulín
Integer	Celé číslo
Integrated circuit	Integrovaný obvod
Intelligence	Inteligencia
Intelligence quotient	Inteligenčný kvocient
Intercontinental ballistic missile	Medzikontinentálna balistická raketa
Interference	Interferencia (vlny)
Interjection	Citoslovce
Interlingua	Interlingua
International Atomic Energy Agency	Medzinárodná agentúra pre atómovú energiu
International Civil Aviation Organization	Medzinárodná organizácia pre civilné letectvo
International Court of Justice	Medzinárodný súdny dvor
International Labour Organization	Medzinárodná organizácia práce
International Monetary Fund	Medzinárodný menový fond
International System of Units	SI
International law	Kategória:Medzinárodné právo
International organization	Medzinárodná organizácia
Internet	Internet
Internet	Kategória:Internet
Internet Explorer	Internet Explorer
Internment	Koncentračný tábor
Interpreter (computing)	Interpreter (programovanie)
Intersection (set theory)	Prienik (matematika)
Intranet	Intranet
Invertebrate	Bezstavovce
Io (moon)	Io (mesiac)
Iodine	Jód
Ion	Ión
Ionian Sea	Iónske more
Ionic bond	Iónová väzba
Ionosphere	Ionosféra
Iota	Ióta
Iowa	Iowa
Iowa	Kategória:Iowa
Iran	Irán
Iran	Kategória:Irán
Iran-Iraq War	Iránsko-iracká vojna
Iraq	Irak
Iraq	Kategória:Irak
Ireland	Kategória:Írsko (ostrov)
Irenaeus	Irenej z Lyonu
Iridium	Irídium
Iris (anatomy)	Dúhovka (anatómia)
Irish Republican Army	Írska republikánska armáda
Irish Sea	Írske more
Irish people	Kategória:Írske osobnosti
Iron	Železo
Iron Age	Železná doba
Iron Curtain	Železná opona
Iron Maiden	Iron Maiden
Irony	Irónia
Irrational number	Iracionálne číslo
Irtysh River	Irtyš
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncanová
Isis	Eset
Islam	Islam
Islam	Kategória:Islam
Islamabad	Islamabad
Islamic calendar	Islamský kalendár
Island	Ostrov
Isle of Man	Man (ostrov)
Isle of Man	Kategória:Man
Isle of Wight	Wight
Isomer	Izoméria
Isoroku Yamamoto	Isoroku Jamamoto
Isotope	Izotop
Israel	Izrael
Israel	Kategória:Izrael
Istanbul	Istanbul
Italian Peninsula	Apeninský polostrov
Italo Calvino	Italo Calvino
Italy	Taliansko
Italy	Kategória:Taliansko
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Petrovič Pavlov
Ivan Turgenev	Ivan Sergejevič Turgenev
Iwo Jima	Iótó
J	J
J. D. Salinger	Jerome David Salinger
J. M. Barrie	James Matthew Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Jack the Ripper	Jack Rozparovač
Jackdaw	Kavka tmavá
Jackson	Jackson (Mississippi)
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville (Florida)
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jaguar	Jaguár americký
Jainism	Džinizmus
Jakarta	Jakarta
Jamaica	Jamajka
Jamaica	Kategória:Jamajka
James	Jakub starší
James Bond	James Bond
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James Knox Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jan Hus	Ján Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austenová
Jane Seymour	Jana Seymourová
January	Január
January 1	1. január
January 19	19. január
January 20	20. január
January 6	6. január
Janus (moon)	Janus (mesiac)
Japan	Japonsko
Japan	Kategória:Japonsko
Jaundice	Žltačka
Java	Jáva
Java (programming language)	Java
Jazz	Džez
Jazz	Kategória:Džez
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jefferson City	Jefferson City
Jehovah's Witnesses	Svedkovia Jehovovi
Jellyfish	Medúzovce
Jeremy Bentham	Jeremy Bentham
Jerome	Hieronym
Jersey	Jersey
Jerusalem	Jeruzalem
Jerusalem	Kategória:Jeruzalem
