Thai	English
20 มกราคม	January 20
6 มกราคม	January 6
ประเทศญี่ปุ่น	Japan
หมวดหมู่:ประเทศญี่ปุ่น	Japan
เกาะชวา	Java
จาวา	Java (disambiguation)
ภาษาจาวา	Java (programming language)
แจ๊ส	Jazz
ชอง-ชาก รุสโซ	Jean-Jacques Rousseau
ฌอง ปอล ซาร์ตร์	Jean-Paul Sartre
เจดดะห์	Jeddah
พระเยโฮวาห์	Jehovah
แมงกะพรุน	Jellyfish
นักบุญเจอโรม	Jerome
เยรูซาเลม	Jerusalem
พระเยซู	Jesus
ยิว	Jew
ญิฮาด	Jihad
จิมมี คาร์เตอร์	Jimmy Carter
โยนออฟอาร์ค	Joan of Arc
โยฮันน์ เซบาสเตียน บาค	Johann Sebastian Bach
โยฮันน์ โวล์ฟกัง ฟอน เกอเท	Johann Wolfgang von Goethe
โยฮันเนส บราห์ม	Johannes Brahms
โยฮันน์ กูเทนแบร์ก	Johannes Gutenberg
โยฮันเนส เคปเลอร์	Johannes Kepler
จอห์น แอดัมส์	John Adams
จอห์น เคจ	John Cage
จอห์น ดาลตัน	John Dalton
จอห์น เฮอร์เชล	John Herschel
จอห์น เลนนอน	John Lennon
จอห์น ล็อก	John Locke
จอห์น เมย์เนิร์ด เคนส์	John Maynard Keynes
จอห์น มิลตัน	John Milton
จอห์น ควินซี แอดัมส์	John Quincy Adams
จอห์นแบ็พทิสต์	John the Baptist
จอห์น ฟอน นอยมันน์	John von Neumann
ข้อต่อ	Joint
ประเทศจอร์แดน	Jordan
โจเซฟ คอนราด	Joseph Conrad
ฟรานซ์ โจเซฟ ไฮเดิน	Joseph Haydn
โจเซฟ สตาลิน	Joseph Stalin
จูล	Joule
หมวดหมู่:วารสารศาสตร์	Journalism
ศาสนายูดาย	Judaism
หมวดหมู่:ศาสนายูดาย	Judaism
จูดาส์ อิสคาริออท	Judas Iscariot
ยูโด	Judo
จูดี การ์แลนด์	Judy Garland
ชูลส์ แวร์น	Jules Verne
ปฏิทินจูเลียน	Julian calendar
จูเลียส ซีซาร์	Julius Caesar
กรกฎาคม	July
1 กรกฎาคม	July 1
4 กรกฎาคม	July 4
มิถุนายน	June
14 มิถุนายน	June 14
21 มิถุนายน	June 21
23 มิถุนายน	June 23
24 มิถุนายน	June 24
29 มิถุนายน	June 29
3 มิถุนายน	June 3
ดาวพฤหัสบดี	Jupiter
ยุคจูแรสซิก	Jurassic
คาบสมุทรจัตแลนด์	Jutland
K	K
ยอดเขาเคทู	K2
กะอฺบะหฺ	Kaaba
คาบูล	Kabul
กามิกาเซ่	Kamikaze
จังหวัดกันดะฮาร์	Kandahar
จิงโจ้	Kangaroo
มลรัฐแคนซัส	Kansas
หมวดหมู่:มลรัฐแคนซัส	Kansas
แคปปา	Kappa
การาจี	Karachi
เทือกเขาการาโกรัม	Karakoram
คาราโอเกะ	Karaoke
คาราเต้	Karate
คาร์ล มาร์กซ	Karl Marx
กรรม	Karma
รัฐกรณาฏกะ	Karnataka
กาฐมาณฑุ	Kathmandu
คาโตวีตเซ	Katowice
เรือคายัค	Kayak
ประเทศคาซัคสถาน	Kazakhstan
เคลวิน	Kelvin
มลรัฐเคนทักกี	Kentucky
หมวดหมู่:มลรัฐเคนทักกี	Kentucky
ประเทศเคนยา	Kenya
เคอร์เนล (คอมพิวเตอร์)	Kernel (computer science)
น้ำมันก๊าด	Kerosene
คีย์บอร์ด (คอมพิวเตอร์)	Keyboard (computing)
คาร์ทูม	Khartoum
เขมรแดง	Khmer Rouge
ไต	Kidney
เคียฟ	Kiev
กิโลไบต์	Kilobyte
กิโลกรัม	Kilogram
กิโลเมตร	Kilometre
กิโลเมตรต่อชั่วโมง	Kilometres per hour
กิโมโน	Kimono
พลังงานจลน์	Kinetic energy
ขุน (หมากรุก)	King (chess)
กษัตริย์อาเธอร์	King Arthur
อาณาจักร (ชีววิทยา)	Kingdom (biology)
ประเทศคิริบาส	Kiribati
ว่าว	Kite
มีด	Knife
ม้า (หมากรุก)	Knight (chess)
นอต	Knot (speed)
ความรู้	Knowledge
โคอาลา	Koala
โคเบะ	Kobe
โกลกาตา	Kolkata
คองเคอเรอร์	Konqueror
คอนราด อเดเนาร์	Konrad Adenauer
ประเทศเกาหลี	Korea
สงครามเกาหลี	Korean War
คอซอวอ'	Kosovo
ภูเขาไฟกรากะตัว	Krakatoa
พระกฤษณะ	Krishna
คริปทอน	Krypton
กัวลาลัมเปอร์	Kuala Lumpur
กุบไล ข่าน	Kublai Khan
แถบไคเปอร์	Kuiper belt
ส้มจี๊ด	Kumquat
เทือกเขาคุนหลุน	Kunlun Mountains
พรรคก๊กมินตั๋ง	Kuomintang
พรรคแรงงานเคอร์ดิสถาน	Kurdistan Workers Party
ประเทศคูเวต	Kuwait
คูเวตซิตี	Kuwait City
เคียวโตะ (เมือง)	Kyoto
ประเทศคีร์กีซสถาน	Kyrgyzstan
L	L
LAMP	LAMP (software bundle)
ลาปาซ	La Paz
ลาบราดอร์รีทรีฟเวอร์	Labrador Retriever
กลุ่มดาวกิ้งก่า	Lacerta
ลากอส	Lagos
ทะเลสาบ	Lake
ทะเลสาบไบคาล	Lake Baikal
ทะเลสาบเจนีวา	Lake Geneva
ทะเลสาบสุพีเรีย	Lake Superior
พระลักษมี	Lakshmi
แลมบ์ดา	Lambda
วงศ์กะเพรา	Lamiaceae
ภาษา	Language
แคว้นลองเกอด็อก-รูซียง	Languedoc-Roussillon
แลนทาไนด์	Lanthanide
แลนทานัม	Lanthanum
ประเทศลาว	Laos
หมวดหมู่:ประเทศลาว	Laos
แล็ปท็อป	Laptop
กล่องเสียง	Larynx
ลาสเวกัส	Las Vegas
ถ้ำลาสโก	Lascaux
เลเซอร์	Laser
ภาษาละติน	Latin
ลาตินอเมริกา	Latin America
อักษรละติน	Latin alphabet
ละติจูด	Latitude
ประเทศลัตเวีย	Latvia
หัวเราะ	Laughter
โลซาน	Lausanne
หินหลอมเหลว	Lava
กฎหมาย	Law
หมวดหมู่:กฎหมาย	Law
ลอว์เรนเซียม	Lawrencium
ทนายความ	Lawyer
แคว้นลาซีโอ	Lazio
เลอกอร์บูซีเย	Le Corbusier
ตะกั่ว	Lead
ใบไม้	Leaf
สันนิบาตชาติ	League of Nations
หอเอนเมืองปิซา	Leaning Tower of Pisa
ปีอธิกสุรทิน	Leap year
การเรียน	Learning
ประเทศเลบานอน	Lebanon
หมวดหมู่:ประเทศเลบานอน	Lebanon
อำนาจนิติบัญญัติ	Legislature
เลโก้	Lego
ไลพ์ซิก	Leipzig
เลมอน	Lemon
มาตราวัดความยาว	Length
เลนส์เว้า	Lens (optics)
กลุ่มดาวสิงโต	Leo (constellation)
เลโอนาร์โด ดา วินชี	Leonardo da Vinci
เลออนฮาร์ด ออยเลอร์	Leonhard Euler
เสือดาว	Leopard
กลุ่มดาวกระต่ายป่า	Lepus (constellation)
เลสเบี้ยน	Lesbian
ประเทศเลโซโท	Lesotho
มะเร็งเม็ดเลือดขาว	Leukemia
คาน (กลศาสตร์)	Lever
เลวีอาธาน	Leviathan
ชาร์ล ลุดวิทซ์ ดอดจ์สัน	Lewis Carroll
ลาซา	Lhasa
เสรีนิยม	Liberalism
ประเทศไลบีเรีย	Liberia
กลุ่มดาวคันชั่ง	Libra (constellation)
ห้องสมุด	Library
บรรณารักษศาสตร์และสารนิเทศศาสตร์	Library science
ประเทศลิเบีย	Libya
ไลเคน	Lichen
ประเทศลิกเตนสไตน์	Liechtenstein
ชีวิต	Life
แสง	Light
ไดโอดเปล่งแสง	Light-emitting diode
ปีแสง	Light-year
ไฟแช็ก	Lighter
ลิลิธ	Lilith
ลิมา	Lima
หินปูน	Limestone
ชลธารวิทยา	Limnology
แคว้นลีมูแซง	Limousin (region)
ลิงคอล์น	Lincoln
เส้นตรง	Line (mathematics)
พีชคณิตเชิงเส้น	Linear algebra
สมการเชิงเส้น	Linear equation
ภาษาศาสตร์	Linguistics
หมวดหมู่:ภาษาศาสตร์	Linguistics
ลินุกซ์	Linux
สิงโต	Lion
ลิพิด	Lipid
ของเหลว	Liquid
จอภาพผลึกเหลว	Liquid crystal display
ชะเอมเทศ	Liquorice
ลิสบอน	Lisbon
ภาษาลิสป์	Lisp (programming language)
วรรณกรรม	Literature
หมวดหมู่:วรรณกรรม	Literature
สถานีย่อย:โลกวรรณศิลป์	Literature
ลิเทียม	Lithium
ประเทศลิทัวเนีย	Lithuania
หมวดหมู่:ประเทศลิทัวเนีย	Lithuania
ลิตร	Litre
กิ้งก่า	Lizard
ลูบลิยานา	Ljubljana
แลน	Local area network
ทะเลสาบล็อกเนสส์	Loch Ness
เนสซี	Loch Ness Monster
ลอการิทึม	Logarithm
ตรรกศาสตร์	Logic
ลอจิกเกต	Logic gate
โลจิสติกส์	Logistics
โลกิ	Loki
ลอนดอน	London
ลองไอแลนด์	Long Island
การภาวนาของศาสนาคริสต์	Lord's Prayer
แคว้นลอร์แรน	Lorraine (region)
ลอสแอนเจลิส	Los Angeles
ลำโพง	Loudspeaker
หลุยส์ เบรลล์	Louis Braille
หลุยส์ ปาสเตอร์	Louis Pasteur
มลรัฐลุยเซียนา	Louisiana
พิพิธภัณฑ์ลูฟร์	Louvre
ความรัก	Love
ลูชิอาโน ปาวารอตติ	Luciano Pavarotti
ลูซิเฟอร์	Lucifer
ลุดวิก ฟาน เบโทเฟน	Ludwig van Beethoven
จันทรุปราคา	Lunar eclipse
ปอด	Lung
ปลาปอด	Lungfish
กลุ่มดาวหมาป่า	Lupus (constellation)
ลูทีเทียม	Lutetium
ประเทศลักเซมเบิร์ก	Luxembourg
เกาะลูซอน	Luzon
ลิ้นจี่	Lychee
ลีเดีย	Lydia
กลุ่มดาวแมวป่า	Lynx (constellation)
กลุ่มดาวพิณ	Lyra
M	M
ยานเมสเซนเจอร์	MESSENGER
เขตบริหารพิเศษมาเก๊า	Macau
แม็คเบ็ธ	Macbeth
เลขมัค	Mach number
ภาษาเครื่อง	Machine code
ปืนกล	Machine gun
การแปลภาษาอัตโนมัติ	Machine translation
มาชูปิกชู	Machu Picchu
แมคอินทอช	Macintosh
เศรษฐศาสตร์มหภาค	Macroeconomics
ประเทศมาดากัสการ์	Madagascar
มาเดรา	Madeira
มาดอนน่า	Madonna (entertainer)
มาดริด	Madrid
แคว้นมาดริด	Madrid (autonomous community)
มาเฟีย	Mafia
นิตยสาร	Magazine
ไสยศาสตร์	Magic (paranormal)
จัตุรัสกล	Magic square
หินหนืด	Magma
มหากฎบัตร	Magna Carta
แมกนีเซียม	Magnesium
สนามแม่เหล็ก	Magnetic field
MRI	Magnetic resonance imaging
ความเป็นแม่เหล็ก	Magnetism
รัฐมหาราษฏระ	Maharashtra
มหาตมา คานธี	Mahatma Gandhi
มหายาน	Mahayana
ไปรษณีย์	Mail
แม่แบบ:บทความหลัก	Main
มลรัฐเมน	Maine
เมนเฟรมคอมพิวเตอร์	Mainframe computer
พระศรีอารยเมตไตรย	Maitreya
ข้าวโพด	Maize
มาลาเรีย	Malaria
คาบสมุทรมลายู	Malay Peninsula
สมเสร็จ	Malayan Tapir
ประเทศมาเลเซีย	Malaysia
หมวดหมู่:ประเทศมาเลเซีย	Malaysia
ประเทศมัลดีฟส์	Maldives
ประเทศมาลี	Mali
ประเทศมอลตา	Malta
สัตว์เลี้ยงลูกด้วยน้ำนม	Mammal
ช้างแมมมอธ	Mammoth
มานากัว	Managua
แมนนาที	Manatee
แมนเชสเตอร์	Manchester
แมนจูเรีย	Manchuria
ภาษาจีนกลาง	Mandarin (linguistics)
เซตมานดัลบรอ	Mandelbrot set
แมงกานีส	Manganese
มะม่วง	Mango
ป่าชายเลน	Mangrove
แมนแฮตตัน	Manhattan
โครงการแมนฮัตตัน	Manhattan Project
นิกายเม้งก่า	Manichaeism
มะนิลา	Manila
รัฐมณีปุระ	Manipur
ลัทธิแมนเนอริสม์	Mannerism
เนื้อโลก	Mantle (geology)
เหมา เจ๋อตง	Mao Zedong
แผนที่	Map
เมเปิล	Maple
มาปูโต	Maputo
หินอ่อน	Marble
มาร์ค ชากาล	Marc Chagall
มีนาคม	March
17 มีนาคม	March 17
19 มีนาคม	March 19
2 มีนาคม	March 2
25 มีนาคม	March 25
มาร์โก โปโล	Marco Polo
มาร์กาเรต แทตเชอร์	Margaret Thatcher
มารี อองตัวเนต	Marie Antoinette
มารี กูรี	Marie Curie
มาริลิน มอนโร	Marilyn Monroe
มาร์ค แอนโทนี	Mark Antony
มาร์ก ทเวน	Mark Twain
ตลาด	Market
หมวดหมู่:การตลาด	Marketing
ภาษามาร์กอัป	Markup language
มาร์ลีน ดีทริช	Marlene Dietrich
มาร์กีส์ เดอ ซาด	Marquis de Sade
การสมรส	Marriage
มาร์เซย์	Marseille
สาธารณรัฐหมู่เกาะมาร์แชลล์	Marshall Islands
แผนมาร์แชลล์	Marshall Plan
มาร์ซูเปียเลีย	Marsupial
มาร์ติน ลูเทอร์	Martin Luther
มาร์ติน ลูเทอร์ คิง จูเนียร์	Martin Luther King
มาร์ติน แวน บิวเรน	Martin Van Buren
พี่น้องมารซ์	Marx Brothers
ลัทธิมาร์กซ	Marxism
หมวดหมู่:ลัทธิมาร์กซ	Marxism
พระแม่มารี	Mary (mother of Jesus)
แมรี แม็กดาเลน	Mary Magdalene
แมรี เชลลีย์	Mary Shelley
แมรี โวลสโตนคราฟต์	Mary Wollstonecraft
มลรัฐแมริแลนด์	Maryland
มาเซรู	Maseru
มวล	Mass
มิสซา	Mass (liturgy)
มลรัฐแมสซาชูเซตส์	Massachusetts
สถาบันเทคโนโลยีแมสซาชูเซตส์	Massachusetts Institute of Technology
การสำเร็จความใคร่	Masturbation
ไม้ขีดไฟ	Match
คณิตตรรกศาสตร์	Mathematical logic
หมวดหมู่:คณิตตรรกศาสตร์	Mathematical logic
คณิตศาสตร์	Mathematics
หมวดหมู่:คณิตศาสตร์	Mathematics
สถานีย่อย:คณิตศาสตร์	Mathematics
เมทริกซ์ (คณิตศาสตร์)	Matrix (mathematics)
สสาร	Matter
ยอดเขามัทเทอร์ฮอร์น	Matterhorn
ภูเขาไฟเมานาเคอา	Mauna Kea
ภูเขาไฟเมานาโลอา	Mauna Loa
ประเทศมอริเตเนีย	Mauritania
ประเทศมอริเชียส	Mauritius
มักซ์ พลังค์	Max Planck
มักซ์ เวเบอร์	Max Weber
สมการของแมกซ์เวลล์	Maxwell's equations
พฤษภาคม	May
1 พฤษภาคม	May 1
24 พฤษภาคม	May 24
โรคหัด	Measles
ทฤษฎีการวัด	Measure (mathematics)
หมวดหมู่:การวัด	Measurement
มักกะหฺ	Mecca
วิศวกรรมเครื่องกล	Mechanical engineering
มัธยฐาน	Median
ยา	Medication
เมดิชิ	Medici
แพทยศาสตร์	Medicine
หมวดหมู่:แพทยศาสตร์	Medicine
ทะเลเมดิเตอร์เรเนียน	Mediterranean Sea
เมดูซ่า	Medusa
เมียร์แคต	Meerkat
เมกะไบต์	Megabyte
ไมโอซิส	Meiosis
ไมต์เนเรียม	Meitnerium
แม่น้ำโขง	Mekong
เมล กิบสัน	Mel Gibson
เมลานีเซีย	Melanesia
จุดหลอมเหลว	Melting point
เมนาเฮม เบกิน	Menachem Begin
เมนเดลีเวียม	Mendelevium
กลุ่มดาวภูเขา	Mensa (constellation)
ประจำเดือน	Menstruation
ปรอท	Mercury (element)
ดาวพุธ	Mercury (planet)
คุณธรรมนิยม	Meritocracy
เงือก	Mermaid
Mérovingiens	Merovingian
เมโสโปเตเมีย	Mesopotamia
มีโซสเฟียร์	Mesosphere
มหายุคมีโซโซอิก	Mesozoic
เมสไซยาห์	Messiah
กระบวนการสร้างและสลาย	Metabolism
เมทาดาตา	Metadata
โลหะ	Metal
พันธะโลหะ	Metallic bond
ธาตุกึ่งโลหะ	Metalloid
วิศวกรรมโลหการ	Metallurgy
หินแปร	Metamorphic rock
ฝนดาวตก	Meteor shower
อุกกาบาต	Meteorite
สะเก็ดดาว	Meteoroid
หมวดหมู่:อุตุนิยมวิทยา	Meteorology
อุตุนิยมวิทยา	Meteorology
เมทาโดน	Methadone
เมทานอล	Methanol
เมตร	Metre
ประเทศเม็กซิโก	Mexico
หมวดหมู่:ประเทศเม็กซิโก	Mexico
เม็กซิโกซิตี	Mexico City
มีเกลันเจโล บัวนาร์โรตี	Michelangelo
มลรัฐมิชิแกน	Michigan
จุลชีววิทยา	Microbiology
หมวดหมู่:จุลชีววิทยา	Microbiology
เศรษฐศาสตร์จุลภาค	Microeconomics
จุลินทรีย์	Microorganism
ไมโครโพรเซสเซอร์	Microprocessor
กล้องจุลทรรศน์	Microscope
กลุ่มดาวกล้องจุลทรรศน์	Microscopium
ไมโครเวฟ	Microwave
เตาอบไมโครเวฟ	Microwave oven
สมัยกลาง	Middle Ages
ตะวันออกกลาง	Middle East
หมวดหมู่:ตะวันออกกลาง	Middle East
มีเกล เด เซร์บันเตส	Miguel de Cervantes
มีฮาอิล บาคูนิน	Mikhail Bakunin
มิคาอิล กอร์บาชอฟ	Mikhail Gorbachev
มิลาน	Milan
ไมล์	Mile
หมวดหมู่:การทหาร	Military
นม	Milk
ทางช้างเผือก	Milky Way
สหัสวรรษ	Millennium
มิลลิเมตร	Millimetre
1000000	Million
กิ้งกือ	Millipede
มิลตัน ฟรีดแมน	Milton Friedman
แร่	Mineral
น้ำแร่	Mineral water
ราชวงศ์หมิง	Ming Dynasty
ลัทธิจุลนิยม	Minimalism
การทำเหมืองแร่	Mining
มินนีแอโพลิส	Minneapolis
มลรัฐมินนิโซตา	Minnesota
มิโนทอร์	Minotaur
มินสก์	Minsk
นาที	Minute
กระจกเงา	Mirror
แม่น้ำมิสซิสซิปปี	Mississippi River
มลรัฐมิสซูรี	Missouri
ไมโทคอนเดรีย	Mitochondrion
โทรศัพท์มือถือ	Mobile phone
โมเด็ม	Modem
ประเทศมอลโดวา	Moldova
โมล	Mole (unit)
อณูชีววิทยา	Molecular biology
โมเลกุล	Molecule
หอย	Mollusca
โมลิบดีนัม	Molybdenum
โมเมนตัม	Momentum
ประเทศโมนาโก	Monaco
พระมหากษัตริย์	Monarch
ราชาธิปไตย	Monarchy
วันจันทร์	Monday
เงินตรา	Money
ประเทศมองโกเลีย	Mongolia
พังพอน	Mongoose
พืชใบเลี้ยงเดี่ยว	Monocotyledon
เกมเศรษฐี (เกมกระดาน)	Monopoly (game)
มอโนแซ็กคาไรด์	Monosaccharide
ผงชูรส	Monosodium glutamate
โมโนทรีมาตา	Monotreme
ลัทธิมอนโร	Monroe Doctrine
มรสุม	Monsoon
ยอดเขามงต์บล็องก์	Mont Blanc
มลรัฐมอนแทนา	Montana
ประเทศมอนเตเนโกร	Montenegro
มอนเตร์เรย์	Monterrey
มอนเตวิเดโอ	Montevideo
เดือน	Month
มอนต์เซอร์รัต	Montserrat
ดวงจันทร์	Moon
คุณธรรม	Morality
ประเทศโมร็อกโก	Morocco
มอร์ฟีน	Morphine
สัณฐานวิทยา (แก้ความกำกวม)	Morphology
รหัสมอร์ส	Morse code
งานโมเสก	Mosaic
มอสโก	Moscow
โมเสส	Moses
โมเช่ ดายัน	Moshe Dayan
มัสยิด	Mosque
ยุง	Mosquito
มอสส์	Moss
โมเต็ต	Motet
แม่	Mother
แม่ชีเทเรซา	Mother Teresa
วันแม่แห่งชาติ	Mother's Day
การเคลื่อนที่	Motion (physics)
จักรยานยนต์	Motorcycle
คำขวัญ	Motto
ยอดเขาแอระแรต	Mount Ararat
เมานต์อะทอส	Mount Athos
ภูเขาไฟเอตนา	Mount Etna
ยอดเขาเอเวอเรสต์	Mount Everest
ภูเขาฟูจิ	Mount Fuji
ยอดเขาคิลิมันจาโร	Mount Kilimanjaro
ยอดเขาแมกคินลีย์	Mount McKinley
ยอดเขาโอลิมปัส	Mount Olympus
เมานต์รัชมอร์	Mount Rushmore
ภูเขาไฟวิสุเวียส	Mount Vesuvius
ภูเขา	Mountain
เทือกเขา	Mountain range
เมาส์	Mouse (computing)
ประเทศโมซัมบิก	Mozambique
มิว (อักษรกรีก)	Mu (letter)
มุฮัมมัด	Muhammad
หม่อน	Mulberry
ล่อ	Mule
มัลติมีเดีย	Multimedia
การคูณ	Multiplication
มุมไบ	Mumbai
มัมมี่	Mummy
มิวนิก	Munich
กล้วย	Musa (genus)
กลุ่มดาวแมลงวัน	Musca
กล้ามเนื้อ	Muscle
พิพิธภัณฑ์	Museum
เห็ด	Mushroom
ดนตรี	Music
หมวดหมู่:ดนตรี	Music
เครื่องดนตรี	Musical instrument
นักดนตรี	Musician
ปืนคาบศิลา	Musket
การกลายพันธุ์	Mutation
หมวดหมู่:ประเทศพม่า	Myanmar
ปุราณวิทยา	Mythology
หมวดหมู่:ปุราณวิทยา	Mythology
N	N
แนสแด็ก	NASDAQ
องค์การสนธิสัญญาป้องกันแอตแลนติกเหนือ	NATO
จุดจอมดิน	Nadir
นะโงะยะ	Nagoya
ไนโรบี	Nairobi
ทะเลทรายนามิบ	Namib Desert
ประเทศนามิเบีย	Namibia
หมวดหมู่:ประเทศนามิเบีย	Namibia
นองซี	Nancy
หนานจิง	Nanjing
นาโนเทคโนโลยี	Nanotechnology
ชาติ	Nation
สภาความมั่นคงแห่งชาติสหรัฐอเมริกา	National Security Agency
เพลงชาติ	National anthem
ชาตินิยม	Nationalism
ก๊าซธรรมชาติ	Natural gas
การประมวลผลภาษาธรรมชาติ	Natural language processing
จำนวนธรรมชาติ	Natural number
วิทยาศาสตร์ธรรมชาติ	Natural science
ธรรมชาติ	Nature
หมวดหมู่:ธรรมชาติ	Nature
ประเทศนาอูรู	Nauru
กองทัพเรือ	Navy
นาซาเรธ	Nazareth
นาซีเยอรมนี	Nazi Germany
พรรคนาซี	Nazi Party
มลรัฐเนแบรสกา	Nebraska
เนบิวลา	Nebula
เนเฟอร์ติติ	Nefertiti
นีล อาร์มสตรอง	Neil Armstrong
เนลสัน มันเดลา	Nelson Mandela
นีโอดิเมียม	Neodymium
นีออน	Neon
ประเทศเนปาล	Nepal
หมวดหมู่:ประเทศเนปาล	Nepal
ดาวเนปจูน	Neptune
เนปทูเนียม	Neptunium
จักรพรรดิเนโร	Nero
ระบบประสาท	Nervous system
หมวดหมู่:ระบบประสาท	Nervous system
ประเทศเนเธอร์แลนด์	Netherlands
หมวดหมู่:ประเทศเนเธอร์แลนด์	Netherlands
เนเธอร์แลนด์แอนทิลลิส	Netherlands Antilles
ประสาทวิทยา	Neurology
หมวดหมู่:ประสาทวิทยา	Neurology
เซลล์ประสาท	Neuron
สารสื่อประสาท	Neurotransmitter
นิวตรอน	Neutron
ดาวนิวตรอน	Neutron star
มลรัฐเนวาดา	Nevada
นิวแคลิโดเนีย	New Caledonia
นิวเดลี	New Delhi
นิวอิงแลนด์	New England
เกาะนิวกินี	New Guinea
มลรัฐนิวแฮมป์เชียร์	New Hampshire
มลรัฐนิวเจอร์ซีย์	New Jersey
มลรัฐนิวเม็กซิโก	New Mexico
รัฐนิวเซาท์เวลส์	New South Wales
พันธสัญญาใหม่	New Testament
วันขึ้นปีใหม่	New Year
มลรัฐนิวยอร์ก	New York
หมวดหมู่:มลรัฐนิวยอร์ก	New York
นิวยอร์ก (แก้ความกำกวม)	New York (disambiguation)
นครนิวยอร์ก	New York City
ตลาดหลักทรัพย์นิวยอร์ก	New York Stock Exchange
ประเทศนิวซีแลนด์	New Zealand
หมวดหมู่:ประเทศนิวซีแลนด์	New Zealand
นิวตัน	Newton
วิตามินบี3	Niacin
น้ำตกไนแอการา	Niagara Falls
ประเทศนิการากัว	Nicaragua
นิกเกิล	Nickel
นิโคเลาส์ โคเปอร์นิคัส	Nicolaus Copernicus
นิโคติน	Nicotine
นีลส์ บอร์	Niels Bohr
นีลส์ เฮนริก อาเบล	Niels Henrik Abel
ประเทศไนเจอร์	Niger
ประเทศไนจีเรีย	Nigeria
ไนกี้ (บริษัทเสื้อผ้า)	Nike
ไนกี้ (เทพปกรณัม)	Nike (mythology)
นิกิตา ครุสชอฟ	Nikita Khrushchev
นิโคลา เทสลา	Nikola Tesla
แม่น้ำไนล์	Nile
นินจา	Ninja
ไนโอเบียม	Niobium
นิพพาน	Nirvana
กรดไนตริก	Nitric acid
ไนโตรเจน	Nitrogen
ไนโตรกลีเซอรีน	Nitroglycerin
โนม ชัมสกี	Noam Chomsky
รางวัลโนเบล	Nobel Prize
หมวดหมู่:รางวัลโนเบล	Nobel Prize
โนเบเลียม	Nobelium
แก๊สมีตระกูล	Noble gas
ธาตุอโลหะ	Nonmetal
เกาะนอร์ฟอล์ก	Norfolk Island
กลุ่มดาวไม้ฉาก	Norma (constellation)
ตำนานเทพเจ้าสแกนดิเนเวีย	Norse mythology
ทิศเหนือ	North
แอฟริกาเหนือ	North Africa
ทวีปอเมริกาเหนือ	North America
มลรัฐนอร์ทแคโรไลนา	North Carolina
มลรัฐนอร์ทดาโคตา	North Dakota
ประเทศเกาหลีเหนือ	North Korea
หมวดหมู่:ประเทศเกาหลีเหนือ	North Korea
ขั้วโลกเหนือ	North Pole
ทะเลเหนือ	North Sea
ยุโรปเหนือ	Northern Europe
ไอร์แลนด์เหนือ	Northern Ireland
หมู่เกาะนอร์เทิร์นมาเรียนา	Northern Mariana Islands
ประเทศนอร์เวย์	Norway
หมวดหมู่:ประเทศนอร์เวย์	Norway
จมูก	Nose
นอสตราดามุส	Nostradamus
โน้ตดนตรี	Note
คำนาม	Noun
นวนิยาย	Novel
พฤศจิกายน	November
1 พฤศจิกายน	November 1
11 พฤศจิกายน	November 11
2 พฤศจิกายน	November 2
5 พฤศจิกายน	November 5
ภาษาโนเวียล	Novial
นิว	Nu (letter)
การแบ่งแยกนิวเคลียส	Nuclear fission
ฟิสิกส์นิวเคลียร์	Nuclear physics
พลังงานนิวเคลียร์	Nuclear power
อาวุธนิวเคลียร์	Nuclear weapon
กรดนิวคลีอิก	Nucleic acid
นิวคลีโอไทด์	Nucleotide
จำนวน	Number
หมวดหมู่:จำนวน	Numbers
เนือร์นแบร์ก	Nuremberg
นิมฟ์	Nymph
บัว	Nymphaeaceae
O	O
โอเปก	OPEC
โอเอซิส	Oasis
ข้าวโอ๊ต	Oat
โรคอ้วน	Obesity
การเขียนโปรแกรมเชิงวัตถุ	Object-oriented programming
หอดูดาว	Observatory
หลักการของออคแคม	Occam's razor
มหาสมุทร	Ocean
โอเชียเนีย	Oceania
สมุทรศาสตร์	Oceanography
โอเคียนัส	Oceanus
เลขฐานแปด	Octal
กลุ่มดาวออกแทนต์	Octans
อ็อกเทฟ	Octave
ตุลาคม	October
12 ตุลาคม	October 12
24 ตุลาคม	October 24
โอดิน	Odin
โอดีสซุซ	Odysseus
โอดิสซีย์	Odyssey
มลรัฐโอไฮโอ	Ohio
โอห์ม	Ohm
กฎของโอห์ม	Ohm's law
น้ำมัน	Oil
น้ำมัน	Oil (disambiguation)
จิตรกรรมสีน้ำมัน	Oil painting
มลรัฐโอคลาโฮมา	Oklahoma
หมวดหมู่:มลรัฐโอคลาโฮมา	Oklahoma
พันธสัญญาเดิม	Old Testament
คณาธิปไตย	Oligarchy
กีฬาโอลิมปิก	Olympic Games
ประเทศโอมาน	Oman
โอเมกา	Omega
โอไมครอน	Omicron
หมวดหมู่:วิทยามะเร็ง	Oncology
หอมใหญ่	Onion
เมฆออร์ต	Oort cloud
อุปรากร	Opera
โอเปร่า (เว็บเบราว์เซอร์)	Opera (Internet suite)
ระบบปฏิบัติการ	Operating system
กลุ่มดาวคนแบกงู	Ophiuchus
ภาพลวงตา	Optical illusion
หมวดหมู่:ทัศนศาสตร์	Optics
สีส้ม	Orange (colour)
ส้ม (ผลไม้)	Orange (fruit)
ลิงอุรังอุตัง	Orangutan
วงโคจร	Orbit
วาฬเพชฌฆาต	Orca
วงออร์เคสตรา	Orchestra
