Serbian	English
Јан Сибелијус	Jean Sibelius
Жан де Лафонтен	Jean de La Fontaine
Жан Жак Русо	Jean-Jacques Rousseau
Жан-Пол Сартр	Jean-Paul Sartre
Џида	Jeddah
Џеферсон Дејвис	Jefferson Davis
Јеховини сведоци	Jehovah's Witnesses
Сцифомедузе	Jellyfish
Јена	Jena
Џереми Бентам	Jeremy Bentham
Херез де ла Фронтера	Jerez de la Frontera
Јероним Стридонски	Jerome
Џерси	Jersey
Јерусалим	Jerusalem
Категорија:Јерусалим	Jerusalem
Исус Христос	Jesus
Јевреји	Jew
Drombulje	Jew's harp
Џихад	Jihad
Џими Хендрикс	Jimi Hendrix
Џими Картер	Jimmy Carter
Јованка Орлеанка	Joan of Arc
Јохан Бернули	Johann Bernoulli
Јохан Себастијан Бах	Johann Sebastian Bach
Јохан Волфганг Гете	Johann Wolfgang von Goethe
Јоханес Брамс	Johannes Brahms
Јохан Гутенберг	Johannes Gutenberg
Јохан Кеплер	Johannes Kepler
Јоханесбург	Johannesburg
Џон Адамс	John Adams
Џон Бардин	John Bardeen
Жан Калвин	John Calvin
Јован Златоусти	John Chrysostom
Џон Далтон	John Dalton
Џон Ленон	John Lennon
Џон Лок	John Locke
Џон Мајнард Кејнз	John Maynard Keynes
Џон Непер	John Napier
Џон Квинси Адамс	John Quincy Adams
Џон Раскин	John Ruskin
Џон Стајнбек	John Steinbeck
Džon Stjuart Mil	John Stuart Mill
Џон Вејн	John Wayne
Џон Виклиф	John Wycliffe
Свети Јован Крститељ	John the Baptist
Џон фон Нојман	John von Neumann
Зглоб	Joint
Џонатан Свифт	Jonathan Swift
Јордан	Jordan
Категорија:Јордан	Jordan
Река Јордан	Jordan River
Хорхе Луис Борхес	Jorge Luis Borges
Џозеф Конрад	Joseph Conrad
Јозеф Гебелс	Joseph Goebbels
Јозеф Хајдн	Joseph Haydn
Жозеф Луј Геј-Лисак	Joseph Louis Gay-Lussac
Џозеф Пулицер	Joseph Pulitzer
Јозеф Шумпетер	Joseph Schumpeter
Јосиф Стаљин	Joseph Stalin
Јосиф Флавије	Josephus
Џул	Joule
Категорија:Новинарство	Journalism
Новинарство	Journalism
Новинар	Journalist
Јовијан	Jovian
Џојстик	Joystick
Јудаизам	Judaism
Категорија:Јудаизам	Judaism
Јудеја	Judea
Џудо	Judo
Џуди Гарланд	Judy Garland
Џијуџицу	Jujutsu
Жил Верн	Jules Verne
Јулијански календар	Julian calendar
Јулијан Отпадник	Julian the Apostate
Гај Јулије Цезар	Julius Caesar
Јул	July
1. јул	July 1
4. јул	July 4
Јун	June
14. јун	June 14
21. јун	June 21
23. јун	June 23
24. јун	June 24
29. јун	June 29
3. јун	June 3
Јупитер (планета)	Jupiter
Категорија:Јупитер	Jupiter
Јупитер (вишезначна одредница)	Jupiter (disambiguation)
Јупитер (митологија)	Jupiter (mythology)
Јура	Jurassic
Јустинијан I	Justinian I
Јитланд	Jutland
K (слово латинице)	K
К2	K2
КГБ	KGB
Каба	Kaaba
Кабул	Kabul
Калахари	Kalahari Desert
Полуострво Камчатка	Kamchatka Peninsula
Камиказе	Kamikaze
Кампала	Kampala
Кандахар	Kandahar
Кенгур	Kangaroo
Канзас	Kansas
Канзас Сити	Kansas City
Карско море	Kara Sea
Карачи	Karachi
Карате	Karate
Карл Барт	Karl Barth
Karl Jaspers	Karl Jaspers
Карл Маркс	Karl Marx
Карма	Karma
Карнатака	Karnataka
Катрин Хепберн	Katharine Hepburn
Катманду	Kathmandu
Катовице	Katowice
Каунас	Kaunas
Казахстан	Kazakhstan
Категорија:Казахстан	Kazakhstan
Казањ	Kazan
Казимир Маљевич	Kazimir Malevich
Келвин (јединица)	Kelvin
Кентаки	Kentucky
Кенија	Kenya
Категорија:Кенија	Kenya
Jezgro operativnog sistema	Kernel (computer science)
Кетон	Ketone
Тастатура	Keyboard (computing)
Клавијатуре	Keyboard instrument
Хабаровск	Khabarovsk
Кан (титула)	Khan
Харков	Kharkiv
Картум	Khartoum
Црвени Кмери	Khmer Rouge
Keops	Khufu
Бубрег	Kidney
Кијев	Kiev
Кигали	Kigali
Килобајт	Kilobyte
Килограм	Kilogram
Километар	Kilometre
Кинетичка енергија	Kinetic energy
Краљ (шах)	King (chess)
Kralj Artur	King Arthur
Kralj Lir (drama)	King Lear
Кингстон (Јамајка)	Kingston
Киншаса	Kinshasa
Кирибати (држава)	Kiribati
Киркук	Kirkuk
Кнесет	Knesset
Витез	Knight
Скакач (шах)	Knight (chess)
Кносос	Knossos
Чвор (брзина)	Knot (speed)
Знање	Knowledge
Кнут Хамсун	Knut Hamsun
Коала	Koala
Полуострво Кола	Kola Peninsula
Колката	Kolkata
Komodo zmaj	Komodo dragon
Конрад Аденауер	Konrad Adenauer
Корејски рат	Korean War
Косово и Метохија	Kosovo
Категорија:Косово и Метохија	Kosovo
Кракатау	Krakatoa
Кремљ	Kremlin
Кришна (божанство)	Krishna
Криптон	Krypton
Кју-клукс-клан	Ku Klux Klan
Куала Лумпур	Kuala Lumpur
Кублај-кан	Kublai Khan
Којперов појас	Kuiper belt
Кунг фу	Kung fu (term)
Кунлун	Kunlun Mountains
Курдистан	Kurdistan
Курск	Kursk
Курт Вонегат	Kurt Vonnegut
Курт Валдхајм	Kurt Waldheim
Кувајт	Kuwait
Категорија:Кувајт	Kuwait
Кувајт (град)	Kuwait City
Квазулу-Натал	KwaZulu-Natal
Кјото	Kyoto
Киргистан	Kyrgyzstan
Категорија:Киргизија	Kyrgyzstan
L (слово латинице)	L
Л'Аквила	L'Aquila
Ла Паз	La Paz
Ла Специја	La Spezia
Лабораторија	Laboratory
Лабрадор ретривер	Labrador Retriever
Лактоза	Lactose
Лагос	Lagos
Лахор	Lahore
Лесе фер	Laissez-faire
Језеро	Lake
Бајкалско језеро	Lake Baikal
Балатон (језеро)	Lake Balaton
Боденско језеро	Lake Constance
Женевско језеро	Lake Geneva
Иљмењ	Lake Ilmen
Ладога	Lake Ladoga
Језеро Малави	Lake Malawi
Мичиген (језеро)	Lake Michigan
Језеро Оњега	Lake Onega
Језеро Тангањика	Lake Tanganyika
Викторијино језеро	Lake Victoria
Змијуљице	Lamprey
Копљаши	Lancelet
Депонија	Landfill
Језик	Language
Лангдок-Русијон	Languedoc-Roussillon
Лансинг	Lansing
Лантаноиди	Lanthanide
Лантан	Lanthanum
Лаос	Laos
Категорија:Лаос	Laos
Лаптевско море	Laptev Sea
Ариш	Larch
Ларва	Larva
Лас Вегас	Las Vegas
Пећина Ласко	Lascaux
Ласер	Laser
Струг	Lathe
Латински језик	Latin
Латинска Америка	Latin America
Латиница	Latin alphabet
Географска ширина	Latitude
Летонија	Latvia
Категорија:Летонија	Latvia
Лозана	Lausanne
Лава	Lava
Категорија:Право	Law
Лоренцијум	Lawrencium
Адвокат	Lawyer
Лацио	Lazio
Ле Корбизје	Le Corbusier
Авр	Le Havre
Олово	Lead
Лист	Leaf
Друштво народа	League of Nations
Криви торањ у Пизи	Leaning Tower of Pisa
Преступна година	Leap year
Учење	Learning
Либан	Lebanon
Категорија:Либан	Lebanon
Леда (митологија)	Leda (mythology)
Ли Харви Освалд	Lee Harvey Oswald
Лидс	Leeds
Леворукост	Left-handed
Законодавна власт	Legislature
Лего	Lego
Лајден	Leiden
Лајпциг	Leipzig
Limun	Lemon
Матичњак	Lemon balm
Лена (река)	Lena River
Дужина	Length
Сочиво (оптика)	Lens (optics)
Сочиво (биљка)	Lentil
Лав I	Leo I (emperor)
Лав Троцки	Leon Trotsky
Леонардо да Винчи	Leonardo da Vinci
Леонард Ојлер	Leonhard Euler
Леонид Брежњев	Leonid Brezhnev
Леопард	Leopard
Lepidoptera	Lepidoptera
Лептон	Lepton
Лезбејка	Lesbian
Лесото	Lesotho
Категорија:Лесото	Lesotho
Мали Антили	Lesser Antilles
Лето (митологија)	Leto
Слово	Letter (alphabet)
Леукемија	Leukemia
Левант	Levant
Трећа књига Мојсијева	Leviticus
Луис Керол	Lewis Carroll
Либерализам	Liberalism
Либерија	Liberia
Категорија:Либерија	Liberia
Библиотека	Library
Либрето	Libretto
Либрвил	Libreville
Либија	Libya
Категорија:Либија	Libya
Лишај	Lichen
Лихтенштајн	Liechtenstein
Категорија:Лихтенштајн	Liechtenstein
Потпоручник	Lieutenant
Живот	Life
Категорија:Живот	Life
Светлост	Light
Светлећа диода	Light-emitting diode
Светлосна година	Light-year
Упаљач	Lighter
Светионик	Lighthouse
Лигурија	Liguria
Liliaceae	Liliaceae
Лилит	Lilith
Лил	Lille
Лилонгве	Lilongwe
Лима	Lima
Кречњак	Limestone
Лимнологија	Limnology
Лимузен	Limousin (region)
Линколн (Небраска)	Lincoln
Права (линија)	Line (mathematics)
Линеарна алгебра	Linear algebra
Категорија:Линеарна алгебра	Linear algebra
Лингва франка	Lingua franca
Лингвистика	Linguistics
Категорија:Лингвистика	Linguistics
Линукс	Linux
Категорија:Линукс	Linux
Линц	Linz
Лав	Lion
Липиди	Lipid
Сладић	Liquorice
Лисабон	Lisbon
Лиса Мајтнер	Lise Meitner
Lisp	Lisp (programming language)
Писменост	Literacy
Књижевност	Literature
Категорија:Књижевност	Literature
Портал:Књижевност	Literature
Литијум	Lithium
Литосфера	Lithosphere
Литванија	Lithuania
Категорија:Литванија	Lithuania
Литар	Litre
Ћук	Little Owl
Ливерпул	Liverpool
Тит Ливије	Livy
Гуштер	Lizard
Љубљана	Ljubljana
Локална мрежа	Local area network
Чудовиште из Лох Неса	Loch Ness Monster
Локомотива	Locomotive
Логаритам	Logarithm
Логика	Logic
Категорија:Логика	Logic
Логичка капија	Logic gate
Лого	Logo
Лоара (департман)	Loire
Loki	Loki
Лолита	Lolita
Ломбардија	Lombardy
Лондон	London
Категорија:Лондон	London
Лонг Бич	Long Beach
Лонг Ајленд	Long Island
Скок удаљ	Long jump
Мала ушара	Long-eared Owl
Лопе де Вега	Lope de Vega
Оче наш	Lord's Prayer
Лорена	Lorraine (region)
Лос Анђелес	Los Angeles
Лот (департман)	Lot (department)
Рачунарски звучник	Loudspeaker
Луј Арагон	Louis Aragon
Луј Армстронг	Louis Armstrong
Луј Брај	Louis Braille
Луј Пастер	Louis Pasteur
Луј I Побожни	Louis the Pious
Луј II	Louis the Stammerer
Луизијана	Louisiana
Луивил	Louisville
Лувр	Louvre
Љубав	Love
Нисконемачки језик	Low German
Доња Саксонија	Lower Saxony
Луанда	Luanda
Лублин	Lublin
Луцерн	Lucerne
Лучано Павароти	Luciano Pavarotti
Лукреције Кар	Lucretius
Лудвиг Болцман	Ludwig Boltzmann
Лудвиг Мис ван дер Рое	Ludwig Mies van der Rohe
Лудвиг Витгенштајн	Ludwig Wittgenstein
Лудвиг ван Бетовен	Ludwig van Beethoven
Луфтвафе	Luftwaffe
Луиђи Галвани	Luigi Galvani
Луиђи Пирандело	Luigi Pirandello
Лумен	Lumen (unit)
Помрачење Месеца	Lunar eclipse
Лунд	Lund
Плућа	Lung
Рибе дводихалице	Lungfish
Лусака	Lusaka
Лаута	Lute
Лутецијум	Lutetium
Лукс	Lux
Луксембург	Luxembourg
Категорија:Луксембург	Luxembourg
Луксембург (град)	Luxembourg (city)
Луксор	Luxor
Лузон	Luzon
Лидија (краљевина)	Lydia
Лимфни систем	Lymphatic system
Лион	Lyon
ЛСД	Lysergic acid diethylamide
Лизозом	Lysosome
M (слово латинице)	M
MESSENGER	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Макау	Macau
Македонија	Macedonia
Егејска Македонија	Macedonia (Greece)
Мах	Mach number
Аутоматско оружје	Machine gun
Машинско превођење	Machine translation
Мачу Пикчу	Machu Picchu
Макроекономија	Macroeconomics
Категорија:Макроекономија	Macroeconomics
Мадагаскар	Madagascar
Категорија:Мадагаскар	Madagascar
Мадеира	Madeira
Мадона	Madonna (entertainer)
Мадрид	Madrid
Покрајина Мадрид	Madrid (autonomous community)
Мафија	Mafia
Модни часопис	Magazine
Магреб	Maghreb
Магија	Magic (paranormal)
Мажино линија	Maginot Line
Магма	Magma
Магна карта	Magna Carta
Магнезијум	Magnesium
Магнет	Magnet
Магнетно поље	Magnetic field
Магнетизам	Magnetism
Категорија:Магнетизам	Magnetism
Магнетит	Magnetite
Лупа	Magnifying glass
Махараштра	Maharashtra
Махатма Ганди	Mahatma Gandhi
Махајана	Mahayana
Шаблон:Посебан чланак	Main
Мејн	Maine
Маитреја	Maitreya
Кукуруз	Maize
Мајор	Major
Дур	Major scale
Мајорка	Majorca
Малабо	Malabo
Маларија	Malaria
Малезија	Malaysia
Категорија:Малезија	Malaysia
Malkolm Iks	Malcolm X
Малдиви	Maldives
Категорија:Малдиви	Maldives
Мали	Mali
Категорија:Мали	Mali
Малта	Malta
Категорија:Малта	Malta
Малтешки језик	Maltese language
Малтоза	Maltose
Сисари	Mammal
Мамут	Mammoth
Руковођење	Management
Манагва	Managua
Манама	Manama
Манчестер	Manchester
Мандарински језик	Mandarin (linguistics)
Мандарина	Mandarin orange
Манган	Manganese
Манго	Mango
Мангрове	Mangrove
Менхетн	Manhattan
Пројекат Менхетн	Manhattan Project
Манила	Manila
Манипур	Manipur
Манитоба	Manitoba
Маниризам	Mannerism
Манхајм	Mannheim
Мантл	Mantle (geology)
Мантра	Mantra
Мантова	Mantua
Мануел де Фаља	Manuel de Falla
Mao Cedung	Mao Zedong
Карта (мапа)	Map
Јавор	Maple
Мапуто	Maputo
Маратон (спорт)	Marathon
Мермер	Marble
Марк Шагал	Marc Chagall
Марсел Дишан	Marcel Duchamp
Марсел Пруст	Marcel Proust
Март	March
17. март	March 17
19. март	March 19
2. март	March 2
25. март	March 25
Марке	Marche
Марко Поло	Marco Polo
Марко Аурелије	Marcus Aurelius
Марко Випсаније Агрипа	Marcus Vipsanius Agrippa
Маргарет Тачер	Margaret Thatcher
Марија Калас	Maria Callas
Marijanska ostrva	Mariana Islands
Марија Антоанета	Marie Antoinette
Марија Кири	Marie Curie
Мариехамн	Mariehamn
Мерилин Монро	Marilyn Monroe
Марио Варгас Љоса	Mario Vargas Llosa
Марко Антоније	Mark Antony
Марк Твен	Mark Twain
Тржиште	Market
Маркетинг	Marketing
Категорија:Маркетинг	Marketing
Марлен Дитрих	Marlene Dietrich
Брак	Marriage
Марс (вишезначна одредница)	Mars (disambiguation)
Марс (митологија)	Mars (mythology)
Марсеј	Marseille
Маршалска Острва	Marshall Islands
Маршалов план	Marshall Plan
Торбари	Marsupial
Мартин Бубер	Martin Buber
Martin Hajdeger	Martin Heidegger
Мартин Лутер	Martin Luther
Мартин Лутер Кинг	Martin Luther King
Мартин Ван Бјурен	Martin Van Buren
Мартина Навратилова	Martina Navratilova
Мартиник	Martinique
Браћа Маркс	Marx Brothers
Марксизам	Marxism
Категорија:Марксизам	Marxism
Богородица	Mary (mother of Jesus)
Марија Магдалена	Mary Magdalene
Мери Вулстонкрафт	Mary Wollstonecraft
Мериленд	Maryland
Масеру	Maseru
Маса	Mass
Масени број	Mass number
Масачусетс	Massachusetts
МИТ	Massachusetts Institute of Technology
Мастурбација	Masturbation
Мата Хари	Mata Hari
Материјализам	Materialism
Математичка логика	Mathematical logic
Категорија:Математичка логика	Mathematical logic
Математика	Mathematics
Категорија:Математика	Mathematics
Портал:Математика	Mathematics
Матрица (математика)	Matrix (mathematics)
Материја	Matter
Велики четвртак	Maundy Thursday
Морис Равел	Maurice Ravel
Мауританија	Mauritania
Категорија:Мауританија	Mauritania
Маурицијус	Mauritius
Категорија:Маурицијус	Mauritius
Макс Борн	Max Born
Макс Ернст	Max Ernst
Макс Планк	Max Planck
Максимијан	Maximian
Максвелове једначине	Maxwell's equations
Мај	May
1. мај	May 1
24. мај	May 24
Мајен (департман)	Mayenne
Мајонез	Mayonnaise
Мбабане	Mbabane
Мера (математика)	Measure (mathematics)
Месо	Meat
Мека	Mecca
Машинство	Mechanical engineering
Категорија:Машинство	Mechanical engineering
Категорија:Механика	Mechanics
Механика	Mechanics
Медеја	Medea
Медијана (статистика)	Median
Лек	Medication
Медичи	Medici
Медицина	Medicine
Категорија:Медицина	Medicine
Медитација	Meditation
Категорија:Средоземно море	Mediterranean
Средоземно море	Mediterranean Sea
Медуза (митологија)	Medusa
Мегабајт	Megabyte
Мејоза	Meiosis
Мајтнеријум	Meitnerium
Меконг	Mekong
Мел Гибсон	Mel Gibson
Меланезија	Melanesia
Мелодија	Melody
Мелпомена	Melpomene
Тачка топљења	Melting point
Памћење	Memory
Менахем Бегин	Menachem Begin
Мендељејевијум	Mendelevium
Менелај	Menelaus
Менструација	Menstrual cycle
Менструација	Menstruation
Ментални поремећај	Mental disorder
Нана	Mentha
Меркантилизам	Mercantilism
Меркур	Mercury
Жива	Mercury (element)
Меркур (митологија)	Mercury (mythology)
Меркур (планета)	Mercury (planet)
Меритократија	Meritocracy
Меровинзи	Merovingian
Мерил Стрип	Meryl Streep
Мескалин	Mescaline
Мезолит	Mesolithic
Месопотамија	Mesopotamia
Категорија:Месопотамија	Mesopotamia
Мезозоик	Mesozoic
Месија	Messiah
Месина	Messina
Метал (хемија)	Metal
Металоиди	Metalloid
Металургија	Metallurgy
Категорија:Металургија	Metallurgy
Метаморфне стене	Metamorphic rock
Metafora	Metaphor
Метафизика	Metaphysics
Категорија:Метафизика	Metaphysics
Метеорит	Meteorite
Метеориди	Meteoroid
Категорија:Метеорологија	Meteorology
Метадон	Methadone
Метамфетамин	Methamphetamine
Метионин	Methionine
Метис	Metis (moon)
Metonimija	Metonymy
Метар	Metre
Метрички простор	Metric space
Меза (департман)	Meuse
Меза	Meuse River
Мексико	Mexico
Категорија:Мексико	Mexico
Мексико (град)	Mexico City
Мајами	Miami
Мајкл Фарадеј	Michael Faraday
Мишел Неј	Michel Ney
Микеланђело Буонароти	Michelangelo
Мичиген (држава)	Michigan
Мик Џегер	Mick Jagger
Мики Маус	Mickey Mouse
Микробиологија	Microbiology
Категорија:Микробиологија	Microbiology
Микроекономија	Microeconomics
Микронезија (регија)	Micronesia
Микрофон	Microphone
Микропроцесор	Microprocessor
Микроскоп	Microscope
Микроталаси	Microwave
Микроталасна пећ	Microwave oven
Средњи вијек	Middle Ages
Категорија:Средњи век	Middle Ages
Блиски Исток	Middle East
Мигел де Сервантес	Miguel de Cervantes
Мајк Тајсон	Mike Tyson
Михаил Бакуњин	Mikhail Bakunin
Михаил Иванович Глинка	Mikhail Glinka
Михаил Горбачов	Mikhail Gorbachev
Милано	Milan
Мајлс Дејвис	Miles Davis
Категорија:Војска	Military
Млеко	Milk
Млечни пут	Milky Way
Миленијум	Millennium
Milimetar	Millimetre
Милтон Фридман	Milton Friedman
Милвоки	Milwaukee
Минарет	Minaret
Минерал	Mineral
Минералогија	Mineralogy
Категорија:Минералогија	Mineralogy
Минерва	Minerva
Династија Минг	Ming Dynasty
Минимализам	Minimalism
Рударство	Mining
Минеаполис	Minneapolis
Минесота	Minnesota
Минојска цивилизација	Minoan civilization
Мол (музика)	Minor scale
Минос (митологија)	Minos
Минотаур	Minotaur
Минск	Minsk
Минут	Minute
Ogledalo	Mirror
Мисури (држава)	Missouri
Мисури (река)	Missouri River
Митохондрије	Mitochondrion
Мнемозина	Mnemosyne
Мобилни телефон	Mobile phone
Модем	Modem
Модернизам	Modernism
Модест Мусоргски	Modest Mussorgsky
Могадишу	Mogadishu
Мојра	Moirae
Молдавија	Moldova
Категорија:Молдавија	Moldova
Мол (јединица)	Mole (unit)
Молекуларна биологија	Molecular biology
Категорија:Молекуларна биологија	Molecular biology
Молекул	Molecule
Молизе	Molise
Мекушци	Mollusca
Молотовљев коктел	Molotov cocktail
Молибден	Molybdenum
Момбаса	Mombasa
Импулс	Momentum
Монако	Monaco
Категорија:Монако	Monaco
Монархија	Monarchy
Манастир	Monastery
Понедељак	Monday
Новац	Money
Монголија	Mongolia
Категорија:Монголија	Mongolia
Моника Селеш	Monica Seles
Монизам	Monism
Монокотиледоне биљке	Monocotyledon
Монопол	Monopoly
Монопол (игра)	Monopoly (game)
Моносахарид	Monosaccharide
Монотеизам	Monotheism
Кљунари	Monotreme
Монроова доктрина	Monroe Doctrine
Монровија	Monrovia
Монс	Mons
Монблан	Mont Blanc
Монтана	Montana
Монте Карло	Monte Carlo
Црна Гора	Montenegro
Категорија:Црна Гора	Montenegro
Монтереј	Monterrey
Монтевидео	Montevideo
Месеци	Month
Монтреал	Montreal
Монсерат	Montserrat
Месец	Moon
Лос	Moose
Морал	Morality
Moravska	Moravia
Мароко	Morocco
Категорија:Мароко	Morocco
Морфијум	Morphine
Морфологија (лингвистика)	Morphology (linguistics)
Морзеова азбука	Morse code
Мозаик	Mosaic
Москва	Moscow
Категорија:Москва	Moscow
Мозел (департман)	Moselle
Мојсије	Moses
Моше Дајан	Moshe Dayan
Џамија	Mosque
Комарац	Mosquito
Маховине	Moss
Мосад	Mossad
Мосул	Mosul
Мајка	Mother
Мајка Тереза	Mother Teresa
Кретање (физика)	Motion (physics)
Мотоцикл	Motorcycle
Арарат	Mount Ararat
Света Гора	Mount Athos
Етна	Mount Etna
Монт Еверест	Mount Everest
Килиманџаро	Mount Kilimanjaro
Олимп	Mount Olympus
Маунт Рашмор	Mount Rushmore
Везув	Mount Vesuvius
Планина	Mountain
Брдски бициклизам	Mountain bike
Рачунарски миш	Mouse (computing)
Мозамбик	Mozambique
Категорија:Мозамбик	Mozambique
Микро знак	Mu (letter)
Мујезин	Muezzin
Мухамед	Muhammad
Мохамед Али	Muhammad Ali
Дуд	Mulberry
Multipla skleroza	Multiple sclerosis
Мумбај	Mumbai
Мумија	Mummy
Минхен	Munich
Мион	Muon
Марфијев закон	Murphy's law
Musa	Musa (genus)
Маскат	Muscat
Мишићно ткиво	Muscle
Музе	Muse
Музеј	Museum
Гљива	Mushroom
Музика	Music
Категорија:Музика	Music
Музички инструменти	Musical instrument
Музикологија	Musicology
Мускета	Musket
Мутација	Mutation
Категорија:Мијанмар	Myanmar
Микена	Mycenae
Микологија	Mycology
Срчани удар	Myocardial infarction
Стоноге	Myriapoda
Мистицизам	Mysticism
Митологија	Mythology
Категорија:Митологија	Mythology
N (слово латинице)	N
Нџамена	N'Djamena
Нездек	NASDAQ
НАТО	NATO
Категорија:НАТО	NATO
Нагасаки	Nagasaki
Нагоја	Nagoya
Наватл	Nahuatl
Ексер	Nail (fastener)
Најроби	Nairobi
Намиб	Namib Desert
Намибија	Namibia
Категорија:Намибија	Namibia
Намир	Namur (city)
Нанси	Nancy
Нанкинг	Nanjing
Нанотехнологија	Nanotechnology
Нант	Nantes
Напуљ	Naples
Наполеонски ратови	Napoleonic Wars
Нарцис (митологија)	Narcissus (mythology)
Нешвил	Nashville
Насау	Nassau
НСА	National Security Agency
Химна	National anthem
Национални парк	National park
Национализам	Nationalism
Категорија:Национализам	Nationalism
Zemni gas	Natural gas
Obrada prirodnih jezika	Natural language processing
Природан број	Natural number
Природне науке	Natural science
Природна селекција	Natural selection
Природа	Nature
Категорија:Природа	Nature
Натуризам	Naturism
Науру	Nauru
Категорија:Науру	Nauru
Наутичка миља	Nautical mile
Ратна морнарица	Navy
Назарет	Nazareth
Нацистичка Немачка	Nazi Germany
Категорија:Нацистичка Немачка	Nazi Germany
Национал-социјалистичка немачка радничка партија	Nazi Party
Категорија:Нацизам	Nazism
Неандерталац	Neanderthal
Небраска	Nebraska
Набукодоносор	Nebuchadrezzar II
Кравата	Necktie
Нефертити	Nefertiti
Негев	Negev
Нил Армстронг	Neil Armstrong
Нелсон Мандела	Nelson Mandela
Ваљкасти црви	Nematode
Немејски лав	Nemean Lion
Немеза (митологија)	Nemesis (mythology)
Неодијум	Neodymium
Неолит	Neolithic
Неон	Neon
Неоплатонизам	Neoplatonism
Непал	Nepal
Категорија:Непал	Nepal
Нефтис	Nephthys
Нептун (планета)	Neptune
Нептунијум	Neptunium
Нерон	Nero
Нерва	Nerva
Нервни систем	Nervous system
Гнездо	Nest
Несторијанство	Nestorianism
Холандија	Netherlands
Категорија:Холандија	Netherlands
Холандски Антили	Netherlands Antilles
Mrežne topologije	Network topology
Неурологија	Neurology
Категорија:Неурологија	Neurology
Неурон	Neuron
Неуротрансмитери	Neurotransmitter
Неутрино	Neutrino
Неутрон	Neutron
Нева	Neva River
Невада	Nevada
Невил Чемберлен	Neville Chamberlain
Њу Бранзвик	New Brunswick
Нова Каледонија	New Caledonia
Њу Делхи	New Delhi
Нова Гвинеја	New Guinea
Њу Хемпшир	New Hampshire
Њу Џерси	New Jersey
Нови Мексико	New Mexico
Њу Орлеанс	New Orleans
Нови Јужни Велс	New South Wales
Нови завет	New Testament
Нови свет	New World
Нова година	New Year
Њујорк (држава)	New York
Њујорк (вишезначна одредница)	New York (disambiguation)
Њујорк	New York City
Категорија:Њујорк	New York City
Нови Зеланд	New Zealand
Категорија:Нови Зеланд	New Zealand
Њуарк (Њу Џерси)	Newark
Њуфаундленд	Newfoundland (island)
Њуфаундленд и Лабрадор	Newfoundland and Labrador
Њутн (јединица)	Newton
Витамин Б3	Niacin
Нијагарини водопади	Niagara Falls
Нијамеј	Niamey
Никарагва	Nicaragua
Категорија:Никарагва	Nicaragua
Ница	Nice
Никејски Симбол Вере	Nicene Creed
Петровић-Његош	Nicholas
Никл	Nickel
Никола Пусен	Nicolas Poussin
Никола Коперник	Nicolaus Copernicus
Никозија	Nicosia
Никотинска зависност	Nicotine
Нилс Бор	Niels Bohr
Нилс Абел	Niels Henrik Abel
Нигер	Niger
Категорија:Нигер	Niger
Нигер (река)	Niger River
Нигерија	Nigeria
Категорија:Нигерија	Nigeria
Нихилизам	Nihilism
Најки (фирма)	Nike
Ника	Nike (mythology)
Никита Хрушчов	Nikita Khrushchev
Никола Тесла	Nikola Tesla
Нил	Nile
Нилски крокодил	Nile crocodile
Нинива	Nineveh
Ниобијум	Niobium
Нирвана	Nirvana
Азотна киселина	Nitric acid
Азот	Nitrogen
Ноје	Noah
Ноам Чомски	Noam Chomsky
Нобелова награда	Nobel Prize
Категорија:Нобелова награда	Nobel Prize
Нобелијум	Nobelium
Категорија:Племство	Nobility
Племенити гасови	Noble gas
Номадизам	Nomad
Номинатив	Nominative case
Неметали	Nonmetal
Острво Норфок	Norfolk Island
Нормална расподела	Normal distribution
Нордијска митологија	Norse mythology
Категорија:Нордијска митологија	Norse mythology
Север	North
Северна Африка	North Africa
Северна Америка	North America
Категорија:Северна Америка	North America
Северна Каролина	North Carolina
Северна Дакота	North Dakota
Северно острво	North Island
Северна Кореја	North Korea
Категорија:Северна Кореја	North Korea
Сјеверни пол	North Pole
Северно море	North Sea
Северна Европа	Northern Europe
Северна Ирска	Northern Ireland
Категорија:Северна Ирска	Northern Ireland
Северна Маријанска острва	Northern Mariana Islands
Северна територија (Аустралија)	Northern Territory
Штука	Northern pike
Севернозападне територије	Northwest Territories
Норвешка	Norway
Категорија:Норвешка	Norway
Норвешко море	Norwegian Sea
Норвешка круна	Norwegian krone
Нострадамус	Nostradamus
Нуакшот	Nouakchott
Именице	Noun
Нова Шкотска	Nova Scotia
Нова Земља	Novaya Zemlya
Роман	Novel
Новембар	November
1. новембар	November 1
11. новембар	November 11
2. новембар	November 2
5. новембар	November 5
Новиал	Novial
Новосибирск	Novosibirsk
Nuklearna fisija	Nuclear fission
Nuklearna fuzija	Nuclear fusion
Нуклеарна физика	Nuclear physics
Категорија:Нуклеарна физика	Nuclear physics
Нуклеарно оружје	Nuclear weapon
Нуклеинске киселине	Nucleic acid
Нуклеотид	Nucleotide
Број	Number
Категорија:Бројеви	Numbers
Нумидија	Numidia
Категорија:Нумизматика	Numismatics
Нунавут	Nunavut
Нирнберг	Nuremberg
Нимфа	Nymph
Nymphaeaceae	Nymphaeaceae
Њукта	Nyx (mythology)
O (слово латинице)	O
OPEK	OPEC
Храст	Oak
Оаза	Oasis
Ovas	Oat
