French	English
Irtych	Irtysh River
Isaac	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismaël	Ishmael
Isis	Isis
Islam	Islam
Catégorie:Islam	Islam
Islamabad	Islamabad
Calendrier musulman	Islamic calendar
Île	Island
Île de Man	Isle of Man
Catégorie:Île de Man	Isle of Man
Île de Wight	Isle of Wight
Isomérie	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotope	Isotope
Israël	Israel
Catégorie:Israël	Israel
Istanbul	Istanbul
Catégorie:Istanbul	Istanbul
Isthme	Isthmus
Isthme de Panamá	Isthmus of Panama
Péninsule italienne	Italian Peninsula
Italo Calvino	Italo Calvino
Italie	Italy
Catégorie:Italie	Italy
Ithaque	Ithaca
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Pavlov
Ivan Tourgueniev	Ivan Turgenev
Ivoire	Ivory
Ivy League	Ivy League
Iwo Jima	Iwo Jima
J (lettre)	J
J. D. Salinger	J. D. Salinger
James Matthew Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Jack l'éventreur	Jack the Ripper
Choucas des tours	Jackdaw
Jackson (Mississippi)	Jackson
Jackson Pollock	Jackson Pollock
Jacksonville (Floride)	Jacksonville
Jacob	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguar	Jaguar
Jaïnisme	Jainism
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaïque	Jamaica
Catégorie:Jamaïque	Jamaica
Jacques de Zébédée (apôtre)	James
James Abram Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James Knox Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu-et-Cachemire	Jammu and Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jeanne Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Janissaire	Janissary
Janvier	January
1er janvier	January 1
19 janvier	January 19
20 janvier	January 20
6 janvier	January 6
Janus (lune)	Janus (moon)
Janus (mythologie)	Janus (mythology)
Japon	Japan
Catégorie:Japon	Japan
Jason	Jason
Ictère	Jaundice
Java (île)	Java
Java	Java (disambiguation)
Java (langage)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Catégorie:Jazz	Jazz
Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Djeddah	Jeddah
Jefferson City (Missouri)	Jefferson City
Jefferson Davis	Jefferson Davis
YHWH	Jehovah
Témoins de Jéhovah	Jehovah's Witnesses
Scyphozoa	Jellyfish
Iéna	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jéricho	Jericho
Jérôme de Stridon	Jerome
Jersey	Jersey
Jérusalem	Jerusalem
Catégorie:Jérusalem	Jerusalem
Jésus de Nazareth	Jesus
Moteur à réaction	Jet engine
Juifs	Jew
Guimbarde (musique)	Jew's harp
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d'Arc	Joan of Arc
Jean Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams (président des États-Unis)	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Jean Calvin	John Calvin
Jean Chrysostome	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wyclif	John Wycliffe
Jean le Baptiste	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Articulation (anatomie)	Joint
Jonathan Swift	Jonathan Swift
Jordanie	Jordan
Catégorie:Jordanie	Jordan
Jourdain	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Louis Joseph Gay-Lussac	Joseph Louis Gay-Lussac
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Joseph Staline	Joseph Stalin
Flavius Josèphe	Josephus
Joule	Joule
Catégorie:Journalisme	Journalism
Journalisme	Journalism
Journaliste	Journalist
Jovien	Jovian
Joystick (jeu vidéo)	Joystick
Judaïsme	Judaism
Catégorie:Judaïsme	Judaism
Judas Iscariote	Judas Iscariot
Judée	Judea
Judo	Judo
Judy Garland	Judy Garland
Ju-jitsu	Jujutsu
Jules Verne	Jules Verne
Calendrier julien	Julian calendar
Julien (empereur romain)	Julian the Apostate
Jules César	Julius Caesar
Juillet	July
1er juillet	July 1
4 juillet	July 4
Juin	June
14 juin	June 14
21 juin	June 21
23 juin	June 23
24 juin	June 24
29 juin	June 29
3 juin	June 3
Juneau	Juneau
Genévrier	Juniper
Junon	Juno (mythology)
Jupiter (planète)	Jupiter
Catégorie:Jupiter	Jupiter
Jupiter	Jupiter (disambiguation)
Jupiter (mythologie)	Jupiter (mythology)
Jurassique	Jurassic
Justinien	Justinian I
Jutland	Jutland
K (lettre)	K
K2	K2
KGB	KGB
Ka'ba	Kaaba
Kabbale	Kabbalah
Kaboul	Kabul
Désert du Kalahari	Kalahari Desert
Kamtchatka	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kangourou	Kangaroo
Kansas	Kansas
Catégorie:Kansas	Kansas
Kansas City (Missouri)	Kansas City
Kappa	Kappa
Mer de Kara	Kara Sea
Karâchi	Karachi
Karakoram	Karakoram
Karaoké	Karaoke
Karaté	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandou	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Kayak	Kayak
Kazakhstan	Kazakhstan
Catégorie:Kazakhstan	Kazakhstan
Kazan	Kazan
Kasimir Malevitch	Kazimir Malevich
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Catégorie:Kentucky	Kentucky
Kenya	Kenya
Catégorie:Kenya	Kenya
Noyau de système d'exploitation	Kernel (computer science)
Kérosène	Kerosene
Ketchup	Ketchup
Cétone	Ketone
Clavier d'ordinateur	Keyboard (computing)
Khabarovsk	Khabarovsk
Khan	Khan
Kharkiv	Kharkiv
Khartoum	Khartoum
Khmers rouges	Khmer Rouge
Khéops	Khufu
Kibboutz	Kibbutz
Rein	Kidney
Kiev	Kiev
Kigali	Kigali
Kilogramme	Kilogram
Kilomètre	Kilometre
Kilomètre par heure	Kilometres per hour
Kimono	Kimono
École maternelle	Kindergarten
Cinématique	Kinematics
Énergie cinétique	Kinetic energy
Roi (jeu d'échecs)	King (chess)
Roi Arthur	King Arthur
Le Roi Lear	King Lear
Règne (biologie)	Kingdom (biology)
Kingston (Jamaïque)	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Catégorie:Kiribati	Kiribati
Kirkouk	Kirkuk
Baiser	Kiss
Cerf-volant	Kite
Apterygidae	Kiwi
Genou	Knee
Knesset	Knesset
Couteau	Knife
Chevalerie	Knight
Cavalier (jeu d'échecs)	Knight (chess)
Cnossos	Knossos
Nœud (unité)	Knot (speed)
Savoir	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kōbe	Kobe
Péninsule de Kola	Kola Peninsula
Calcutta	Kolkata
Dragon de Komodo	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Corée	Korea
Catégorie:Corée	Korea
Guerre de Corée	Korean War
Kosovo	Kosovo
Catégorie:Kosovo	Kosovo
Krakatoa	Krakatoa
Kremlin	Kremlin
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kubilai Khan	Kublai Khan
Ceinture de Kuiper	Kuiper belt
Kumquat	Kumquat
Kung fu	Kung fu (term)
Kunlun Shan	Kunlun Mountains
Guomindang	Kuomintang
Koura (fleuve)	Kura River
Kurdistan	Kurdistan
Catégorie:Kurdistan	Kurdistan
Parti des travailleurs du Kurdistan	Kurdistan Workers Party
Koursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Koweït	Kuwait
Catégorie:Koweït	Kuwait
Koweït (ville)	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kyōto	Kyoto
Kirghizistan	Kyrgyzstan
Catégorie:Kirghizistan	Kyrgyzstan
L (lettre)	L
L'Aquila	L'Aquila
LAMP	LAMP (software bundle)
La Paz (Bolivie)	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Laboratoire de recherche	Laboratory
Parti travailliste (Royaume-Uni)	Labour Party (UK)
Labrador retriever	Labrador Retriever
Lézard (constellation)	Lacerta
Acide lactique	Lactic acid
Lactose	Lactose
Jeanne Grey	Lady Jane Grey
Lagomorpha	Lagomorpha
Lagos (Nigeria)	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
Lac	Lake
Lac Baïkal	Lake Baikal
Lac Balaton	Lake Balaton
Lac Tchad	Lake Chad
Lac de Constance	Lake Constance
Lac Érié	Lake Erie
Lac Eyre	Lake Eyre
Lac Léman	Lake Geneva
Lac Huron	Lake Huron
Lac Ilmen	Lake Ilmen
Lac Ladoga	Lake Ladoga
Lac Malawi	Lake Malawi
Lac Michigan	Lake Michigan
Lac Onega	Lake Onega
Lac Ontario	Lake Ontario
Lac Supérieur	Lake Superior
Lac Tanganyika	Lake Tanganyika
Lac Victoria	Lake Victoria
Lakshmi	Lakshmi
Lambda	Lambda
Lamiaceae	Lamiaceae
Gypaète barbu	Lammergeier
Petromyzontidae	Lamprey
Lancastre	Lancashire
Cephalochordata	Lancelet
Décharge (déchet)	Landfill
Langage	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing (Michigan)	Lansing
Lanthanide	Lanthanide
Lanthane	Lanthanum
Laos	Laos
Catégorie:Laos	Laos
Mer de Laptev	Laptev Sea
Ordinateur portable	Laptop
Mélèze	Larch
Larve	Larva
Larynx	Larynx
Las Vegas	Las Vegas
Grotte de Lascaux	Lascaux
Laser	Laser
Tour (Machine-outil)	Lathe
Latin	Latin
Amérique latine	Latin America
Alphabet latin	Latin alphabet
Latitude	Latitude
Lettonie	Latvia
Catégorie:Lettonie	Latvia
Rire	Laughter
Laurasia	Laurasia
Lausanne	Lausanne
Lave	Lava
Droit	Law
Catégorie:Droit	Law
Catégorie:Police	Law enforcement
Lawrencium	Lawrencium
Avocat (métier)	Lawyer
Latium	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Plomb	Lead
Feuille	Leaf
Société des Nations	League of Nations
Tour de Pise	Leaning Tower of Pisa
Année bissextile	Leap year
Apprentissage	Learning
Liban	Lebanon
Catégorie:Liban	Lebanon
Léda (mythologie)	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Gaucherie	Left-handed
Légende	Legend
Pouvoir législatif	Legislature
Lego	Lego
Leicester	Leicester
Leyde	Leiden
Leipzig	Leipzig
Citron	Lemon
Mélisse officinale	Lemon balm
Léna	Lena River
Longueur	Length
Lentille optique	Lens (optics)
Carême	Lent
Lentille cultivée	Lentil
Lion (constellation)	Leo (constellation)
Léon Ier (empereur byzantin)	Leo I (emperor)
Léon Trotsky	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Léonard de Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Léonid Brejnev	Leonid Brezhnev
Léopard (félin)	Leopard
Lepidoptera	Lepidoptera
Lèpre	Leprosy
Lepton	Lepton
Lièvre (constellation)	Lepus (constellation)
Saphisme	Lesbian
Lesotho	Lesotho
Catégorie:Lesotho	Lesotho
Petites Antilles	Lesser Antilles
Léto	Leto
Lettre (typographie)	Letter (alphabet)
Leucémie	Leukemia
Levant	Levant
Levier (mécanique)	Lever
Léviathan	Leviathan
Lévitique	Leviticus
Lewis Carroll	Lewis Carroll
Lexicologie	Lexicology
Lhassa	Lhasa
Lhotse	Lhotse
Libéralisme	Liberalism
Catégorie:Libéralisme	Liberalism
Tigres de libération de l'Eelam tamoul	Liberation Tigers of Tamil Eelam
Libéria	Liberia
Catégorie:Libéria	Liberia
Balance (constellation)	Libra (constellation)
Bibliothèque	Library
Sciences de l'information et des bibliothèques	Library science
Livret (œuvre musicale)	Libretto
Libreville	Libreville
Libye	Libya
Catégorie:Libye	Libya
Lichen	Lichen
Mensonge	Lie
Liechtenstein	Liechtenstein
Catégorie:Liechtenstein	Liechtenstein
Lieutenant de vaisseau	Lieutenant
Vie	Life
Lumière	Light
Diode électroluminescente	Light-emitting diode
Année-lumière	Light-year
Briquet	Lighter
Phare	Lighthouse
Foudre	Lightning
Ligurie	Liguria
Mer Ligure	Ligurian Sea
Liliaceae	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick (Irlande)	Limerick
Calcaire	Limestone
Limite (mathématiques)	Limit (mathematics)
Limnologie	Limnology
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Droite (mathématiques)	Line (mathematics)
Algèbre linéaire	Linear algebra
Catégorie:Algèbre linéaire	Linear algebra
Équation linéaire	Linear equation
Lingua franca	Lingua franca
Linguistique	Linguistics
Catégorie:Linguistique	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Catégorie:Linux	Linux
Linz (Autriche)	Linz
Lion	Lion
Lipide	Lipid
Liqueur	Liqueur
Liquide	Liquid
Écran à cristaux liquides	Liquid crystal display
Réglisse	Liquorice
Lisbonne	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Alphabétisation	Literacy
Littérature	Literature
Catégorie:Littérature	Literature
Portail:Littérature	Literature
Lithium	Lithium
Lithographie	Lithography
Lithosphère	Lithosphere
Lituanie	Lithuania
Catégorie:Lituanie	Lithuania
Litre	Litre
Chouette chevêche	Little Owl
Liverpool	Liverpool
Livonie	Livonia
Tite-Live	Livy
Sauria	Lizard
Ljubljana	Ljubljana
Lama (animal)	Llama
Emprunt lexical	Loanword
Réseau local	Local area network
Loch Ness	Loch Ness
Monstre du Loch Ness	Loch Ness Monster
Locomotive	Locomotive
Logarithme	Logarithm
Logique	Logic
Catégorie:Logique	Logic
Fonction logique	Logic gate
Logistique	Logistics
Logotype	Logo
Loire (département)	Loire
Loire	Loire River
Loki	Loki
Lolita	Lolita
Lombardie	Lombardy
Londres	London
Catégorie:Londres	London
Long Beach (Californie)	Long Beach
Long Island	Long Island
Saut en longueur	Long jump
Hibou moyen-duc	Long-eared Owl
Félix Lope de Vega	Lope de Vega
Notre Père	Lord's Prayer
Lorraine	Lorraine (region)
Los Angeles	Los Angeles
Lot (département)	Lot (department)
Haut-parleur	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis le Pieux	Louis the Pious
Louis II de France	Louis the Stammerer
Louisiane	Louisiana
Catégorie:Louisiane	Louisiana
Louisville (Kentucky)	Louisville
Musée du Louvre	Louvre
Amour	Love
Bas-allemand	Low German
Basse-Saxe	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Lucerne	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucrèce	Lucretius
Lucrèce Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unité)	Lumen (unit)
Luminescence	Luminescence
Éclipse lunaire	Lunar eclipse
Lund	Lund
Poumon	Lung
Cancer du poumon	Lung cancer
Dipnoi	Lungfish
Loup (constellation)	Lupus (constellation)
Lusaka	Lusaka
Lusitanie	Lusitania
Luth	Lute
Lutécium	Lutetium
Luthéranisme	Lutheranism
Lux (unité)	Lux
Luxembourg (pays)	Luxembourg
Catégorie:Luxembourg	Luxembourg
Luxembourg (ville)	Luxembourg (city)
Louxor	Luxor
Luçon (Philippines)	Luzon
Litchi	Lychee
Lydie	Lydia
Système lymphatique	Lymphatic system
Lynx (constellation)	Lynx (constellation)
Lynx (navigateur)	Lynx (web browser)
Lyon	Lyon
Lyre (constellation)	Lyra
LSD	Lysergic acid diethylamide
Lysine	Lysine
Lysosome	Lysosome
M (lettre)	M
Théorie M	M-theory
Programme Messenger	MESSENGER
Multipurpose Internet Mail Extensions	MIME
Macao	Macau
Macbeth (Shakespeare)	Macbeth
Royaume de Macédoine	Macedon
Macédoine	Macedonia
Macédoine grecque	Macedonia (Greece)
Nombre de Mach	Mach number
Machine	Machine
Langage machine	Machine code
Mitrailleuse	Machine gun
Traduction automatique	Machine translation
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroéconomie	Macroeconomics
Catégorie:Macroéconomie	Macroeconomics
Madagascar	Madagascar
Catégorie:Madagascar	Madagascar
Madère	Madeira
Madison (Wisconsin)	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Communauté de Madrid	Madrid (autonomous community)
Mafia	Mafia
Magazine	Magazine
Magenta (couleur)	Magenta
Maghreb	Maghreb
Magie (surnaturel)	Magic (paranormal)
Carré magique (mathématiques)	Magic square
Ligne Maginot	Maginot Line
Magma (géologie)	Magma
Magna Carta	Magna Carta
Magnésium	Magnesium
Aimant	Magnet
Champ magnétique	Magnetic field
Imagerie par résonance magnétique	Magnetic resonance imaging
Magnétisme	Magnetism
Catégorie:Magnétisme	Magnetism
Magnétite	Magnetite
Loupe	Magnifying glass
Catégorie:Dicotylédone	Magnoliopsida
Maharashtra	Maharashtra
Mohandas Karamchand Gandhi	Mahatma Gandhi
Bouddhisme mahāyāna	Mahayana
Poste	Mail
Moïse Maïmonide	Maimonides
Main (rivière)	Main
Modèle:Détails	Main
Maine (État)	Maine
Catégorie:Maine	Maine
Ordinateur central	Mainframe computer
Maitreya	Maitreya
Maïs	Maize
Major	Major
Mode (musique tonale)#Mode majeur	Major scale
Majorque	Majorca
Makalu	Makalu
Malabo	Malabo
Malachite	Malachite
Malacostraca	Malacostraca
Paludisme	Malaria
Catégorie:Malawi	Malawi
Péninsule Malaise	Malay Peninsula
Tapir de Malaisie	Malayan Tapir
Malaisie	Malaysia
Catégorie:Malaisie	Malaysia
Malcolm X	Malcolm X
Maldives	Maldives
Catégorie:Maldives	Maldives
Mali	Mali
Catégorie:Mali	Mali
Canard colvert	Mallard
Malte	Malta
Catégorie:Malte	Malta
Maltais	Maltese language
Maltose	Maltose
Malvaceae	Malvaceae
Mammifère	Mammal
Mammouth	Mammoth
Management	Management
Managua	Managua
Manama	Manama
Lamantin	Manatee
Manchester	Manchester
Mandchourie	Manchuria
Mandala	Mandala
Mandarin (langue)	Mandarin (linguistics)
Mandarine	Mandarin orange
Ensemble de Mandelbrot	Mandelbrot set
Manganèse	Manganese
Mangifera	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Projet Manhattan	Manhattan Project
Manichéisme	Manichaeism
Manille	Manila
Manipur	Manipur
Manitoba	Manitoba
Maniérisme	Mannerism
Mannheim	Mannheim
Manteau (géologie)	Mantle (geology)
Mantra	Mantra
Mantoue	Mantua
Manuel de Falla	Manuel de Falla
Manuscrit	Manuscript
Mao Zedong	Mao Zedong
Maoïsme	Maoism
Carte géographique	Map
Érable	Maple
Maputo	Maputo
Marathon (sport)	Marathon
Marbre	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Mars (mois)	March
17 mars	March 17
19 mars	March 19
2 mars	March 2
25 mars	March 25
Marches	Marche
Marco Polo	Marco Polo
Marc Aurèle	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk (divinité)	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Îles Mariannes	Mariana Islands
Marie-Antoinette d'Autriche	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marc Antoine	Mark Antony
Mark Twain	Mark Twain
Marché	Market
Marketing	Marketing
Catégorie:Marketing	Marketing
Langage de balisage	Markup language
Marlène Dietrich	Marlene Dietrich
Marquis de Sade	Marquis de Sade
Marrakech	Marrakech
Mariage	Marriage
Catégorie:Mars (planète)	Mars
Mars	Mars (disambiguation)
Mars (mythologie)	Mars (mythology)
Marseille	Marseille
Îles Marshall	Marshall Islands
Catégorie:Îles Marshall	Marshall Islands
Plan Marshall	Marshall Plan
Marsupialia	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navrátilová	Martina Navratilova
Martinique	Martinique
Martyr	Martyr
Marx Brothers	Marx Brothers
Marxisme	Marxism
Catégorie:Marxisme	Marxism
Marie de Nazareth	Mary (mother of Jesus)
Marie de Magdala	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Catégorie:Maryland	Maryland
Maseru	Maseru
Mashhad	Mashhad
Masse	Mass
Messe	Mass (liturgy)
Nombre de masse	Mass number
Massachusetts	Massachusetts
Catégorie:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbation
Mata Hari	Mata Hari
Allumette	Match
Matérialisme	Materialism
Logique mathématique	Mathematical logic
Catégorie:Logique mathématique	Mathematical logic
Démonstration	Mathematical proof
Mathématiques	Mathematics
Catégorie:Mathématiques	Mathematics
Portail:Mathématiques	Mathematics
Matrice (mathématiques)	Matrix (mathematics)
Matière	Matter
Cervin	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Jeudi saint	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritanie	Mauritania
Catégorie:Mauritanie	Mauritania
Maurice (pays)	Mauritius
Catégorie:Maurice	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximien Hercule	Maximian
Équations de Maxwell	Maxwell's equations
Mai	May
1er mai	May 1
24 mai	May 24
Mayenne (département)	Mayenne
Ephemeroptera	Mayfly
Sauce mayonnaise	Mayonnaise
Maire	Mayor
Mbabane	Mbabane
Maccarthisme	McCarthyism
Hydromel	Mead
Rougeole	Measles
Mesure (mathématiques)	Measure (mathematics)
Catégorie:Métrologie	Measurement
Mesure physique	Measurement
Viande	Meat
La Mecque	Mecca
Génie mécanique	Mechanical engineering
Catégorie:Génie mécanique	Mechanical engineering
Catégorie:Mécanique	Mechanics
Mécanique	Mechanics
Médée	Medea
Médiane (centre)	Median
Médicament	Medication
Maison de Médicis	Medici
Médecine	Medicine
Catégorie:Médecine	Medicine
Médine (Arabie saoudite)	Medina
Méditation	Meditation
Catégorie:Mer Méditerranée	Mediterranean
Mer Méditerranée	Mediterranean Sea
Méduse (mythologie)	Medusa
Suricate	Meerkat
Mégaoctet	Megabyte
Méiose	Meiosis
Maître Eckhart	Meister Eckhart
Meitnérium	Meitnerium
Mékong	Mekong
Mel Gibson	Mel Gibson
Mélanésie	Melanesia
Mélodie (succession de hauteurs)	Melody
Melpomène	Melpomene
Fusion (physique)	Melting
Température de fusion	Melting point
Mème	Meme
Mémoire (sciences humaines)	Memory
Memphis (Tennessee)	Memphis
Memphis (Égypte)	Memphis
Menahem Begin	Menachem Begin
Mendélévium	Mendelevium
Ménélas	Menelaus
Méningite	Meningitis
Table (constellation)	Mensa (constellation)
Cycle menstruel	Menstrual cycle
Menstruation	Menstruation
Maladie mentale	Mental disorder
Menthe	Mentha
Mercantilisme	Mercantilism
Mercenaire	Mercenary
Mercure	Mercury
Mercure (chimie)	Mercury (element)
Mercure (mythologie)	Mercury (mythology)
Mercure (planète)	Mercury (planet)
Méridien	Meridian (geography)
Méritocratie	Meritocracy
Sirène (mythologie)	Mermaid
Mérovingiens	Merovingian
Meryl Streep	Meryl Streep
Mescaline	Mescaline
Mésolithique	Mesolithic
Méson	Meson
Mésopotamie	Mesopotamia
Catégorie:Mésopotamie	Mesopotamia
Mésosphère	Mesosphere
Mésozoïque	Mesozoic
Acide ribonucléique messager	Messenger RNA
Messie	Messiah
Messine	Messina
Métabolisme	Metabolism
Métadonnée	Metadata
Métal	Metal
Liaison métallique	Metallic bond
Métalloïde	Metalloid
Métallurgie	Metallurgy
Catégorie:Métallurgie	Metallurgy
Roche métamorphique	Metamorphic rock
Métaphore	Metaphor
Métaphysique	Metaphysics
Catégorie:Métaphysique	Metaphysics
Métastase (médecine)	Metastasis
Météorite	Meteorite
Météoroïde	Meteoroid
Catégorie:Météorologie	Meteorology
Météorologie	Meteorology
Méthadone	Methadone
Méthamphétamine	Methamphetamine
Méthanol	Methanol
Méthionine	Methionine
Méthodisme	Methodism
MDMA	Methylenedioxymethamphetamine
Métis (lune)	Metis (moon)
Métonymie	Metonymy
Mètre	Metre
Espace métrique	Metric space
Meuse (département)	Meuse
Meuse (fleuve)	Meuse River
Mexique	Mexico
Catégorie:Mexique	Mexico
Mexico	Mexico City
Miami	Miami
Mica	Mica
Michel (archange)	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michel-Ange	Michelangelo
Michigan	Michigan
Catégorie:Michigan	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiologie	Microbiology
Catégorie:Microbiologie	Microbiology
Microéconomie	Microeconomics
Catégorie:Microéconomie	Microeconomics
Micronésie (région)	Micronesia
Micro-organisme	Microorganism
Microphone	Microphone
Microprocesseur	Microprocessor
Microscope	Microscope
Microscope (constellation)	Microscopium
Micro-onde	Microwave
Four à micro-ondes	Microwave oven
