English	Greek
Galileo Galilei	Γαλιλαίος Γαλιλέι
Gallbladder	Χοληδόχος κύστη
Galley	Γαλέα
Gallium	Γάλλιο
Gamal Abdel Nasser	Γκαμάλ Άμπντελ Νάσερ
Game	Παιχνίδι
Game theory	Θεωρία παιγνίων
Gamma	Γάμμα
Ganesha	Γκανέσα
Ganja	Γκαντζά
Ganymede	Γανυμήδης (μυθολογία)
Ganymede (moon)	Γανυμήδης (δορυφόρος)
Garden	Κήπος
Garden of Eden	Εδέμ
Garlic	Σκόρδο
Gas	Αέριο
Gasoline	Βενζίνη
Gastrointestinal tract	Γαστρεντερικό σύστημα
Gautama Buddha	Σιντάρτα Γκαουτάμα
Gay	Ομοφυλόφιλος
Gaza Strip	Λωρίδα της Γάζας
Geb	Γκεμπ
Geisha	Γκέισα
Gemini (constellation)	Δίδυμοι (αστερισμός)
Gene	Γονίδιο
Genealogy	Γενεαλογία
Genealogy	Κατηγορία:Γενεαλογία
General relativity	Γενική σχετικότητα
Genetics	Γενετική
Genetics	Κατηγορία:Γενετική
Geneva	Γενεύη
Genie	Τζίνι
Genitive case	Γενική
Genoa	Γένοβα
Genocide	Γενοκτονία
Genome	Γονιδίωμα
Genus	Γένος (βιολογία)
Geochemistry	Γεωχημεία
Geodesy	Γεωδαισία
Geoffrey Chaucer	Τζέφρι Τσόσερ
Geography	Γεωγραφία
Geography	Κατηγορία:Γεωγραφία
Geology	Κατηγορία:Γεωλογία
Geology	Γεωλογία
Geometry	Γεωμετρία
Geometry	Κατηγορία:Γεωμετρία
Geomorphology	Κατηγορία:Γεωμορφολογία
Geophysics	Γεωφυσική
Geophysics	Κατηγορία:Γεωφυσική
Geopolitics	Γεωπολιτική
Georg Wilhelm Friedrich Hegel	Γκέοργκ Βίλχελμ Φρήντριχ Χέγκελ
George Bernard Shaw	Τζορτζ Μπέρναρντ Σω
George Bush	Τζωρτζ Μπους
George Frideric Handel	Γκέοργκ Χαίντελ
George Gershwin	Τζορτζ Γκέρσουιν
George Harrison	Τζωρτζ Χάρισον
George Orwell	Τζορτζ Όργουελ
George Sand	Γεωργία Σάνδη
George W. Bush	Τζωρτζ Μπους (νεότερος)
George Washington	Τζωρτζ Ουάσινγκτων
Georges Braque	Ζωρζ Μπρακ
Georgia (U.S. state)	Γεωργία (Πολιτεία ΗΠΑ)
Georgia (country)	Γεωργία
Georgia (country)	Κατηγορία:Γεωργία
Gerald Ford	Τζέραλντ Φορντ
Gerard Kuiper	Γκέραρντ Κάιπερ
German Shepherd Dog	Γερμανικός Ποιμενικός
German language	Γερμανική γλώσσα
German mark	Γερμανικό Μάρκο
Germanium	Γερμάνιο
Germany	Γερμανία
Germany	Κατηγορία:Γερμανία
Gestapo	Γκεστάπο
Geyser	Θερμοπίδακας
Ghana	Γκάνα
Ghana	Κατηγορία:Γκάνα
Ghent	Γάνδη
Ghetto	Γκέτο
Ghost	Φάντασμα
Giacomo Puccini	Τζιάκομο Πουτσίνι
Gibraltar	Γιβραλτάρ
Gibraltar	Κατηγορία:Γιβραλτάρ
Gilgamesh	Γκιλγκαμές
Ginkgo	Γκίγκο
Giordano Bruno	Τζιορντάνο Μπρούνο
Giorgio Vasari	Τζόρτζιο Βαζάρι
Giorgio de Chirico	Τζόρτζιο ντε Κίρικο
Giovanni Boccaccio	Βοκάκιος
Giraffe	Καμηλοπάρδαλη
Girolamo Savonarola	Τζιρόλαμο Σαβοναρόλα
Giuseppe Verdi	Τζουζέπε Βέρντι
Glacier	Παγετώνας
Gland	Αδένας
Glasgow	Γλασκώβη
Glass	Γυαλί
Glasses	Γυαλιά
Global Positioning System	Global Positioning System
Global warming	Παγκόσμια θέρμανση
Globe artichoke	Αγκινάρα
Gluon	Γκλουόνιο
Gnosticism	Γνωστικισμός
Go (board game)	Γκο
Goat	Κατσίκα
God	Θεός
Gold	Χρυσός
Golda Meir	Γκόλντα Μέιρ
Golden Horde	Χρυσή Ορδή
Golf	Γκολφ
Golf	Κατηγορία:Γκολφ
Golgi apparatus	Σωμάτιο Golgi
Google	Google
Googol	Googol
Gorgon	Γοργόνες (μυθολογία)
Gorilla	Γορίλας
Gospel	Ευαγγέλιο
Gospel of Luke	Κατά Λουκάν Ευαγγέλιον
Gothenburg	Γκέτεμποργκ
Gout	Ουρική αρθρίτιδα
Government	Κυβέρνηση
Graffiti	Γκράφιτι
Gram	Γραμμάριο
Grammar	Γραμματική
Grammar	Κατηγορία:Γραμματική
Grammatical gender	Γραμματικό γένος
Granada	Γρανάδα
Grandmaster (chess)	Διεθνής γκρανμαίτρ
Grapefruit	Γκρέιπ-φρουτ
Graphic design	Κατηγορία:Γραφιστική
Graphic design	Γραφιστική
Graphical user interface	Γραφικό Περιβάλλον Χρήστη
Gravitation	Βαρύτητα
Graviton	Βαρυτόνιο
Gray Wolf	Λύκος
Graz	Γκρατς
Great Wall of China	Μέγα Σινικό Τείχος
Greater London	Μείζων Περιοχή του Λονδίνου
Greece	Ελλάδα
Greece	Κατηγορία:Ελλάδα
Greek alphabet	Ελληνικό αλφάβητο
Greek alphabet	Κατηγορία:Ελληνικό αλφάβητο
Greek fire	Υγρό πυρ
Greek mythology	Ελληνική μυθολογία
Greek mythology	Κατηγορία:Ελληνική μυθολογία
Green	Πράσινο
Greenhouse	Θερμοκήπιο
Greenhouse effect	Φαινόμενο του θερμοκηπίου
Greenland	Γροιλανδία
Greenland	Κατηγορία:Γροιλανδία
Greenpeace	Greenpeace
Greenwich Mean Time	Μέση Ώρα Γκρίνουιτς
Gregor Mendel	Γκρέγκορ Μέντελ
Gregorian calendar	Γρηγοριανό ημερολόγιο
Grenada	Κατηγορία:Γρενάδα
Grenoble	Γκρενόμπλ
Greta Garbo	Γκρέτα Γκάρμπο
Grey	Γκρι
Griffin	Γρύπας
Griffon Vulture	Όρνιο
Gross domestic product	Ακαθάριστο Εγχώριο Προϊόν
Group (mathematics)	Ομάδα
Grozny	Γκρόζνυ
Grus (constellation)	Γερανός (αστερισμός)
Guadeloupe	Γουαδελούπη
Guam	Γκουάμ
Guangzhou	Καντώνα
Guanine	Γουανίνη
Guatemala	Κατηγορία:Γουατεμάλα
Guayaquil	Γουαγιακίλ
Guernsey	Γκέρνσεϊ
Guglielmo Marconi	Γουλιέλμο Μαρκόνι
Guild	Συντεχνία (Ελλάδα)
Guillaume Apollinaire	Γκιγιώμ Απολλιναίρ
Guillotine	Γκιλοτίνα
Guinea	Γουινέα
Guinea	Κατηγορία:Γουινέα
Guinea-Bissau	Γουινέα-Μπισσάου
Guinea-Bissau	Κατηγορία:Γουινέα-Μπισσάου
Guitar	Κιθάρα
Gulag	Γκούλαγκ
Gulf Stream	Ρεύμα του Κόλπου
Gulf War	Πόλεμος του Κόλπου
Gulf of Bothnia	Βοθνιακός κόλπος
Gulf of Finland	Φινλανδικός κόλπος
Gulf of Mexico	Κόλπος του Μεξικού
Gunpowder Plot	Συνωμοσία της Πυρίτιδας
Gustav Klimt	Γκούσταφ Κλιμτ
Gustav Mahler	Γκούσταβ Μάλερ
Gustave Courbet	Γκουστάβ Κουρμπέ
Guy Fawkes	Γκάι Φωκς
Guyana	Κατηγορία:Γουιάνα
Gymnosperm	Γυμνόσπερμο
Gypsum	Γύψος
Gyroscope	Γυροσκόπιο
H	H
HIV	HIV
HTML	HTML
Hadean	Καταρχαιοζωικός αιώνας
Hades	Άδης (μυθολογία)
Hadrian	Αδριανός
Hadron	Αδρόνιο
Haemophilia	Αιμοφιλία
Hafnium	Άφνιο
Hagia Sophia	Αγία Σοφία (Κωνσταντινούπολη)
Haifa	Χάιφα
Hail	Χαλάζι
Hail Mary	Άβε Μαρία
Hair	Τρίχα
Haiti	Αϊτή
Haiti	Κατηγορία:Αϊτή
Halogen	Αλογόνα
Hamburg	Αμβούργο
Hamburg	Κατηγορία:Αμβούργο
Hamlet	Άμλετ
Hammer	Σφυρί
Hammer and sickle	Σφυροδρέπανο
Hammurabi	Χαμουραμπί
Hanging Gardens of Babylon	Κρεμαστοί κήποι της Βαβυλώνας
Hannah Arendt	Χάνα Άρεντ
Hannibal	Αννίβας
Hanover	Αννόβερο
Hans Christian Andersen	Χανς Κρίστιαν Άντερσεν
Hanseatic League	Τευτονική Χάνσα
Harmony	Αρμονία (μουσική)
Harold Pinter	Χάρολντ Πίντερ
Harp	Άρπα
Harpsichord	Τσέμπαλο
Harpy	Άρπυιες
Hassium	Χάσιο
Havana	Αβάνα
Hawaii	Χαβάη
Hawaii	Κατηγορία:Χαβάη
Hazel	Φουντουκιά
Health	Υγεία
Health	Κατηγορία:Υγεία
Heart	Καρδιά
Heat	Θερμότητα
Heaven	Παράδεισος
Heavy water	Βαρύ ύδωρ
Hebe (mythology)	Ήβη (μυθολογία)
Hebrew calendar	Εβραϊκό ημερολόγιο
Hecate	Εκάτη
Hectare	Εκτάριο
Hector	Έκτορας
Heimdall	Χέιμνταλ
Heinrich Hertz	Χάινριχ Χερτζ
Heinrich Himmler	Χάινριχ Χίμλερ
Heinrich Schliemann	Ερρίκος Σλήμαν
Hel (being)	Χελ
Helen	Ελένη (μυθολογία)
Helicopter	Ελικόπτερο
Helios	Ήλιος (μυθολογία)
Helium	Ήλιο
Hell	Κόλαση
Helmut Schmidt	Χέλμουτ Σμιτ
Helsinki	Ελσίνκι
Hematite	Αιματίτης
Hemorrhoid	Αιμορροΐδες
Henri Bergson	Ανρί Μπεργκσόν
Henri Matisse	Ανρί Ματίς
Henrik Ibsen	Ερρίκος Ίψεν
Henry Cavendish	Χένρι Κάβεντις
Henry Kissinger	Χένρυ Κίσινγκερ
Henry Miller	Χένρυ Μίλλερ
Henry Moore	Χένρυ Μουρ
Henry Purcell	Χένρυ Πέρσελ
Hepatitis	Ηπατίτιδα
Hephaestus	Ήφαιστος
Hera	Ήρα (μυθολογία)
Heracles	Ηρακλής (μυθολογία)
Heraclitus	Ηράκλειτος
Hercules	Ηρακλής (μυθολογία)
Hercules (constellation)	Ηρακλής (αστερισμός)
Heresy	Αίρεση
Hermann Hesse	Έρμαν Έσσε
Hermes	Ερμής (μυθολογία)
Hero	Ήρωας
Hero of Alexandria	Ήρων
Herodotus	Ηρόδοτος
Hesiod	Ησίοδος
Hesperides	Εσπερίδες
Hesse	Έσση
Hesse	Κατηγορία:Έσση
Hestia	Εστία (μυθολογία)
Hexadecimal	Δεκαεξαδικό σύστημα αρίθμησης
Hezbollah	Χεζμπολάχ
Hideki Yukawa	Χιντέκι Γιουκάβα
Hieronymus Bosch	Ιερώνυμος Μπος
Hilbert space	Χώρος Χίλμπερτ
Himalayas	Ιμαλάια
Hinduism	Ινδουισμός
Hinduism	Κατηγορία:Ινδουισμός
Hipparchus	Ίππαρχος ο Ρόδιος
Hippocrates	Ιπποκράτης
Hippocratic Oath	Όρκος του Ιπποκράτη
Hippopotamus	Ιπποπόταμος
Hirohito	Χιροχίτο
Hiroshima	Χιροσίμα
Histology	Ιστολογία
History	Ιστορία
History	Κατηγορία:Ιστορία
Ho Chi Minh City	Σαϊγκόν
Hokusai	Κατσουσίκα Χοκουσάι
Holiday	Αργία
Hollywood	Χόλυγουντ
Holmium	Όλμιο
Holy Grail	Άγιο Δισκοπότηρο
Holy Roman Empire	Αγία Ρωμαϊκή Αυτοκρατορία
Holy Roman Empire	Κατηγορία:Αγία Ρωμαϊκή Αυτοκρατορία
Holy Spirit	Άγιο Πνεύμα
Homeopathy	Ομοιοπαθητική
Homer	Όμηρος
Hominidae	Ανθρωπίδαι
Homophobia	Ομοφοβία
Homosexuality	Ομοφυλοφιλία
Honduras	Ονδούρα
Honduras	Κατηγορία:Ονδούρα
Honey	Μέλι
Hong Kong	Χονγκ Κονγκ
Hong Kong	Κατηγορία:Χονγκ Κονγκ
Honiara	Χονιάρα
Honolulu	Χονολουλού
Hookah	Ναργιλές
Hooke's law	Νόμος του Χουκ
Horace	Οράτιος
Hormone	Ορμόνη
Horn of Africa	Κέρας της Αφρικής
Horse	Άλογο
Horus	Ώρος
Hosni Mubarak	Χόσνι Μουμπάρακ
Hour	Ώρα
House	Κατοικία
House (TV series)	Ιατρικές υποθέσεις (τηλεσειρά)
Houston	Χιούστον
Hovercraft	Αερόστρωμνο
Hugh Capet	Ούγος Καπέτος
Hugo Grotius	Ούγκο Γκρότιους
Huguenot	Ουγενότοι
Human	Άνθρωπος
Humanities	Κατηγορία:Ανθρωπιστικές επιστήμες
Humidity	Υγρασία ατμόσφαιρας
Humour	Χιούμορ
Humus	Χούμος
Hundred Years' War	Εκατονταετής πόλεμος
Hungary	Ουγγαρία
Hungary	Κατηγορία:Ουγγαρία
Hunting	Κυνήγι
Hutu	Χούτου
Hybrid	Υβρίδιο
Hydra (constellation)	Ύδρα (αστερισμός)
Hydrogen	Υδρογόνο
Hydrogen bond	Δεσμός υδρογόνου
Hydrology	Υδρολογία
Hydrosphere	Υδρόσφαιρα
Hydrus	Ύδρος
Hygiene	Κατηγορία:Υγιεινή
Hymenoptera	Υμενόπτερα
Hyperbola	Υπερβολή (γεωμετρία)
Hyperion (mythology)	Υπερίων (μυθολογία)
Hypertext	Υπερκείμενο
Hypertext Transfer Protocol	Πρωτόκολλο Μεταφοράς Υπερκειμένου
I	I
I. M. Pei	Ι.Μ. Πέι
IPod	IPod
Ian Fleming	Ίαν Φλέμινγκ
Iapetus (mythology)	Ιαπετός (μυθολογία)
Iberian Peninsula	Ιβηρική Χερσόνησος
Ice	Πάγος
Ice hockey	Χόκεϊ επί πάγου
Ice hockey	Κατηγορία:Χόκεϊ επί πάγου
Iceland	Ισλανδία
Iceland	Κατηγορία:Ισλανδία
Ichthyology	Ιχθυολογία
Idaho	Αϊντάχο
Idealism	Ιδεαλισμός
Ideology	Ιδεολογία
Igor Stravinsky	Ιγκόρ Στραβίνσκι
Iliad	Ιλιάδα
Illyria	Ιλλυρία
Immanuel Kant	Εμμάνουελ Καντ
Imperialism	Ιμπεριαλισμός
Impressionism	Ιμπρεσιονισμός
Independence	Ανεξαρτησία
India	Ινδία
India	Κατηγορία:Ινδία
Indian Ocean	Ινδικός Ωκεανός
Indian Ocean	Κατηγορία:Ινδικός Ωκεανός
Indiana	Ιντιάνα
Indium	Ίνδιο
Indonesia	Ινδονησία
Indonesia	Κατηγορία:Ινδονησία
Inductive reasoning	Επαγωγή (Φιλοσοφία)
Indulgence	Συγχωροχάρτι
Indus (constellation)	Ινδός (αστερισμός)
Indus River	Ινδός ποταμός
Industrial Revolution	Βιομηχανική Eπανάσταση
Inertia	Αδράνεια
Infantry	Φαντάρος
Infinitive	Απαρέμφατο
Infinity	Άπειρο
Inflation	Πληθωρισμός
Influenza	Γρίπη
Information	Πληροφορία
Ingmar Bergman	Ίνγκμαρ Μπέργκμαν
Ingrid Bergman	Ίνγκριντ Μπέργκμαν
Inner Mongolia	Εσωτερική Μογγολία
Innovation	Καινοτομία
Innsbruck	Ίνσμπρουκ
Inorganic chemistry	Ανόργανη χημεία
Insect	Έντομα
Institution	Θεσμός
Insulin	Ινσουλίνη
Integer	Ακέραιος αριθμός
Integrated circuit	Ολοκληρωμένο κύκλωμα
Intellectual property	Διανοητική ιδιοκτησία
Intelligence quotient	Δείκτης Νοημοσύνης
Interest	Τόκος
International Civil Aviation Organization	Διεθνής Οργανισμός Πολιτικής Αεροπορίας
International Court of Justice	Διεθνές Δικαστήριο της Δικαιοσύνης
International Monetary Fund	Διεθνές Νομισματικό Ταμείο
International System of Units	Διεθνές σύστημα μονάδων
International law	Κατηγορία:Διεθνές Δίκαιο
Internet	Διαδίκτυο
Internet	Κατηγορία:Διαδίκτυο
Internet Explorer	Internet Explorer
Interpreter (computing)	Διερμηνέας (υπολογιστές)
Intestine	Έντερο
Intranet	Intranet
Invention	Εφεύρεση
Io (moon)	Ιώ (δορυφόρος)
Io (mythology)	Ιώ (μυθολογία)
Iodine	Ιώδιο
Ion	Ιόν
Ionia	Ιωνία
Ionian Sea	Ιόνιο Πέλαγος
Ionosphere	Ιονόσφαιρα
Iota	Ιώτα
Iowa	Αϊόβα
Iran	Ιράν
Iran	Κατηγορία:Ιράν
Iraq	Ιράκ
Iraq	Κατηγορία:Ιράκ
Ireland	Ιρλανδία
Ireland	Κατηγορία:Ιρλανδία
Irenaeus	Ειρηναίος της Λυών
Iridium	Ιρίδιο
Iris (anatomy)	Ίρις (οφθαλμού)
Iris (mythology)	Ίρις (μυθολογία)
Irish people	Κατηγορία:Ιρλανδοί
Iron	Σίδηρος
Iron Age	Εποχή του Σιδήρου
Iron Curtain	Σιδηρούν παραπέτασμα
Iron Maiden	Iron Maiden
Irrational number	Άρρητος αριθμός
Isaac	Ισαάκ
Isaac Asimov	Ισαάκ Ασίμωφ
Isaac Newton	Ισαάκ Νεύτων
Isadora Duncan	Ισιδώρα Ντάνκαν
Isis	Ίσις
Islam	Ισλάμ
Islam	Κατηγορία:Ισλάμ
Islamabad	Ισλαμαμπάντ
Islamic calendar	Έτος Εγίρας
Island	Νησί
Isle of Man	Νήσος του Μαν
Isle of Man	Κατηγορία:Νήσος του Μαν
Isomer	Ισομέρεια
Isoroku Yamamoto	Ισορόκου Γιαμαμότο
Isotope	Ισότοπο
Israel	Ισραήλ
Israel	Κατηγορία:Ισραήλ
Istanbul	Κωνσταντινούπολη
Istanbul	Κατηγορία:Κωνσταντινούπολη
Isthmus	Ισθμός
Italian Peninsula	Ιταλική χερσόνησος
Italo Calvino	Ίταλο Καλβίνο
Italy	Ιταλία
Italy	Κατηγορία:Ιταλία
Ithaca	Ιθάκη
Ivan Pavlov	Ιβάν Παβλόφ
Ivan Turgenev	Ιβάν Τουργκένιεφ
J	J
J. M. Barrie	Τζέιμς Μάθιου Μπάρι
Jack Kerouac	Τζακ Κέρουακ
Jack Lemmon	Τζακ Λέμον
Jack London	Τζακ Λόντον
Jack the Ripper	Τζακ ο Αντεροβγάλτης
Jackson Pollock	Τζάκσον Πόλοκ
Jacob	Ιακώβ
Jacques Cartier	Ζακ Καρτιέ
Jacques Offenbach	Ζακ Όφενμπαχ
Jainism	Τζαϊνισμός
Jakarta	Τζακάρτα
Jamaica	Τζαμάικα
Jamaica	Κατηγορία:Τζαμάικα
James	Απόστολος Ιάκωβος
James Clerk Maxwell	Τζέιμς Κλερκ Μάξγουελ
James Joyce	Τζαίημς Τζόυς
James Madison	Τζαίημς Μάντισον
James Monroe	Τζαίημς Μονρόε
James Prescott Joule	Τζέιμς Πρέσκοτ Τζάουλ
James Watt	Τζέιμς Βαττ
Jan Hus	Γιαν Χους
Janis Joplin	Τζάνις Τζόπλιν
Janissary	Γενίτσαροι
January	Ιανουάριος
January 1	1 Ιανουαρίου
January 19	19 Ιανουαρίου
January 20	20 Ιανουαρίου
January 6	6 Ιανουαρίου
Janus (moon)	Ιανός (δορυφόρος)
Janus (mythology)	Ιανός
Japan	Ιαπωνία
Japan	Κατηγορία:Ιαπωνία
Jason	Ιάσονας
Java	Ιάβα
Java (programming language)	Java
Jazz	Τζαζ
Jazz	Κατηγορία:Τζαζ μουσική
Jean Racine	Ρακίνας
Jean-Jacques Rousseau	Ζαν Ζακ Ρουσσώ
Jean-Paul Sartre	Ζαν-Πωλ Σαρτρ
Jeddah	Τζέντα
Jehovah's Witnesses	Μάρτυρες του Ιεχωβά
Jellyfish	Μέδουσα (ζώο)
Jersey	Τζέρσεϊ
Jerusalem	Ιερουσαλήμ
Jerusalem	Κατηγορία:Ιερουσαλήμ
Jesus	Ιησούς Χριστός
Jew	Εβραίοι
Jimi Hendrix	Τζίμι Χέντριξ
Jimmy Carter	Τζίμμυ Κάρτερ
Joan of Arc	Ιωάννα της Λωραίνης
Johann Sebastian Bach	Γιόχαν Σεμπάστιαν Μπαχ
Johann Wolfgang von Goethe	Γιόχαν Βόλφγκανγκ Γκαίτε
Johannes Brahms	Γιοχάνες Μπραμς
Johannes Gutenberg	Γουτεμβέργιος
Johannes Kepler	Γιοχάνες Κέπλερ
Johannesburg	Γιοχάνεσμπουργκ
John Adams	Τζων Άνταμς
John Bardeen	Τζον Μπαρντίν
John Calvin	Ιωάννης Καλβίνος
John Chrysostom	Ιωάννης ο Χρυσόστομος
John Herschel	Τζον Χέρσελ
John Lennon	Τζων Λένον
John Locke	Τζων Λοκ
John Maynard Keynes	Τζων Κέυνς
John Milton	Τζον Μίλτον
John Ruskin	Τζον Ράσκιν
John Steinbeck	Τζον Στάινμπεκ
John Stuart Mill	Τζον Στιούαρτ Μιλλ
John von Neumann	Τζον φον Νόιμαν
Jordan	Ιορδανία
Jordan	Κατηγορία:Ιορδανία
Jordan River	Ιορδάνης ποταμός
Jorge Luis Borges	Χόρχε Λουίς Μπόρχες
Joseph Conrad	Τζόζεφ Κόνραντ
Joseph Goebbels	Γιόζεφ Γκαίμπελς
Joseph Haydn	Φραντς Γιόζεφ Χάυντν
Joseph Pulitzer	Τζόζεφ Πούλιτζερ
Joseph Stalin	Ιωσήφ Στάλιν
Josephus	Ιώσηπος Φλάβιος
Joule	Τζάουλ (μονάδα μέτρησης)
Jovian	Ιοβιανός
Judaism	Ιουδαϊσμός
Judaism	Κατηγορία:Ιουδαϊσμός
Judea	Ιουδαία
Judo	Τζούντο
Jujutsu	Ζίου Ζίτσου
Jules Verne	Ιούλιος Βερν
Julian calendar	Ιουλιανό ημερολόγιο
Julian the Apostate	Ιουλιανός
Julius Caesar	Ιούλιος Καίσαρας
July	Ιούλιος
July 1	1 Ιουλίου
July 4	4 Ιουλίου
June	Ιούνιος
June 14	14 Ιουνίου
June 21	21 Ιουνίου
June 23	23 Ιουνίου
June 24	24 Ιουνίου
June 29	29 Ιουνίου
June 3	3 Ιουνίου
Juniper	Γιουνίπερος
Juno (mythology)	Γιούνο
Jupiter	Δίας (πλανήτης)
Jupiter (mythology)	Γιούπιτερ
Justinian I	Ιουστινιανός Α'
Jutland	Γιουτλάνδη
K	K
Kaaba	Κάαμπα
Kalahari Desert	Έρημος Καλαχάρι
Kamikaze	Καμικάζι
Kampala	Καμπάλα
Kangaroo	Καγκουρό
Kappa	Κάππα
Karachi	Καράτσι
Karate	Καράτε
Karl Marx	Καρλ Μαρξ
Karma	Κάρμα
Katharine Hepburn	Κάθριν Χέπμπορν
Katowice	Κατοβίτσε
Kaunas	Κάουνας
Kazakhstan	Καζακστάν
Kazakhstan	Κατηγορία:Καζακστάν
Kazan	Καζάν
Kelvin	Κλίμακα Kelvin
Kent	Κεντ
Kenya	Κένυα
Kenya	Κατηγορία:Κένυα
Kernel (computer science)	Πυρήνας (υπολογιστές)
Ketchup	Κέτσαπ
Ketone	Κετόνη
Keyboard (computing)	Πληκτρολόγιο
Kibbutz	Κιμπούτς
Kiev	Κίεβο
Kigali	Κιγκάλι
Kilobyte	Κιλομπάιτ
Kilogram	Χιλιόγραμμο
Kindergarten	Νηπιαγωγείο
Kinematics	Κινηματική
Kinetic energy	Κινητική ενέργεια
King (chess)	Βασιλιάς (σκάκι)
King Arthur	Βασιλιάς Αρθούρος
Kingdom (biology)	Βασίλειο (βιολογία)
Kiribati	Κιριμπάτι
Kiribati	Κατηγορία:Κιριμπάτι
Kiss	Φιλί
Kite	Χαρταετός
Knife	Nož
Knight (chess)	Ίππος (σκάκι)
Knossos	Κνωσός
Knot (speed)	Κόμβος
Knowledge	Γνώση
Koala	Κοάλα
Konrad Adenauer	Κόνραντ Αντενάουερ
Korea	Κατηγορία:Κορέα
Kosovo	Κοσσυφοπέδιο
Kosovo	Κατηγορία:Κοσσυφοπέδιο
Kremlin	Κρεμλίνο
Krypton	Κρυπτό
Ku Klux Klan	Κου Κλουξ Κλαν
Kuiper belt	Ζώνη του Κάιπερ
Kumquat	Κουμκουάτ
Kurdistan	Κουρδιστάν
Kurdistan	Κατηγορία:Κουρδιστάν
Kurt Waldheim	Κουρτ Βαλντχάιμ
Kuwait	Κουβέιτ
Kuwait	Κατηγορία:Κουβέιτ
Kyoto	Κιότο
Kyrgyzstan	Κιργιζία
Kyrgyzstan	Κατηγορία:Κιργιζία
L	L
L'Aquila	Λ'Ακουίλα
La Paz	Λα Παζ
Labour Party (UK)	Εργατικό κόμμα (Ηνωμένο Βασίλειο)
Lacerta	Σαύρα (αστερισμός)
Lactic acid	Γαλακτικό οξύ
Lake	Λίμνη
Lake Baikal	Βαϊκάλη
Lake Geneva	Λίμνη της Γενεύης
Lake Ladoga	Λάντογκα
Lake Tanganyika	Τανγκανίκα
Lake Victoria	Λίμνη Βικτόρια
Lambda	Λάμδα
Lammergeier	Γυπαετός
Language	Γλώσσα
Lanthanum	Λανθάνιο
Laos	Λάος
Laos	Κατηγορία:Λάος
Laptop	Φορητός υπολογιστής
Laser	Λέιζερ
Latin	Λατινική γλώσσα
Latin America	Λατινική Αμερική
Latin alphabet	Λατινικό αλφάβητο
Latitude	Γεωγραφικό πλάτος
Latvia	Λεττονία
Latvia	Κατηγορία:Λεττονία
Lausanne	Λωζάνη
Law	Δίκαιο
Law	Κατηγορία:Δίκαιο
Lawrencium	Λωρένσιο
Lawyer	Δικηγόρος
Lazio	Λάτιο
Le Corbusier	Λε Κορμπυζιέ
Le Havre	Χάβρη
Lead	Μόλυβδος
Leaf	Φύλλο (βοτανική)
League of Nations	Κοινωνία των Εθνών
Leap year	Δίσεκτο έτος
Lebanon	Λίβανος
Lebanon	Κατηγορία:Λίβανος
Leda (mythology)	Λήδα
Lee Harvey Oswald	Λη Χάρβεϊ Όσβαλντ
Legend	Θρύλος
Leipzig	Λειψία
Lena River	Λένας ποταμός
Length	Μήκος
Lens (optics)	Φακός
Lentil	Φακή
Leo (constellation)	Λέων (αστερισμός)
Leo I (emperor)	Λέων Α'
Leon Trotsky	Λέων Τρότσκι
Leonardo da Vinci	Λεονάρντο ντα Βίντσι
Leonhard Euler	Λέοναρντ Όιλερ
Leonid Brezhnev	Λεονίντ Μπρέζνιεφ
Leopard	Πάνθηρας
Lepton	Λεπτόνιο
Lepus (constellation)	Λαγωός
Lesotho	Λεσότο
Lesotho	Κατηγορία:Λεσότο
Leto	Λητώ (μυθολογία)
Levant	Λεβάντες
Lewis Carroll	Λιούις Κάρολ
Lhasa	Λάσα
Liberalism	Φιλελευθερισμός
Liberia	Λιβερία
Liberia	Κατηγορία:Λιβερία
Libra (constellation)	Ζυγός (αστερισμός)
Library	Βιβλιοθήκη
Library science	Βιβλιοθηκονομία και Επιστήμη της Πληροφόρησης
Libya	Λιβύη
Libya	Κατηγορία:Λιβύη
Lichen	Λειχήνα
Lie	Ψέμα
Liechtenstein	Λιχτενστάιν
Liechtenstein	Κατηγορία:Λιχτενστάιν
Lieutenant	Ανθυπολοχαγός
Life	Ζωή
Life	Κατηγορία:Ζωή
Light	Φως
Light-emitting diode	Δίοδος Εκπομπής Φωτός
Light-year	Έτος φωτός
Lighthouse	Φάρος
Lightning	Αστραπή
Lilith	Λίλιθ
Lima	Λίμα
Limestone	Ασβεστόλιθος
Limit (mathematics)	Όριο (μαθηματικά)
Line (mathematics)	Γραμμή
Linear algebra	Γραμμική Άλγεβρα
Lingua franca	Lingua franca
Linguistics	Γλωσσολογία
Linguistics	Κατηγορία:Γλωσσολογία
Linux	Linux
Linz	Λιντς
Lion	Λιοντάρι
Liquid	Υγρό
Lisbon	Λισαβόνα
Lisp (programming language)	Lisp
Literature	Λογοτεχνία
Literature	Κατηγορία:Λογοτεχνία
Lithium	Λίθιο
Lithuania	Λιθουανία
Lithuania	Κατηγορία:Λιθουανία
Litre	Λίτρο
Liverpool	Λίβερπουλ
Lizard	Σαύρα
Ljubljana	Λιουμπλιάνα
Llama	Λάμα
Loanword	Δάνειο (γλώσσα)
Local area network	Τοπικό δίκτυο υπολογιστών
Logarithm	Λογάριθμος
Logic	Κατηγορία:Λογική
Logic gate	Λογική πύλη
Logo	Logo
Loire River	Λίγηρας
Loki	Λόκι
