Macedonian	English
Викторија	Victoria
Викторија (Австралија)	Victoria (Australia)
Виена	Vienna
Виентиан	Vientiane
Виетнам	Vietnam
Категорија:Виетнам	Vietnam
Виетнамска војна	Vietnam War
Викинзи	Viking
Село	Village
Вилнус	Vilnius
Винсент ван Гог	Vincent van Gogh
Виолина	Violin
Вирџинија	Virginia
Виртуелна реалност	Virtual reality
Вирус	Virus
Висла	Vistula
Витамин	Vitamin
Владимир Илич Ленин	Vladimir Lenin
Владимир Путин	Vladimir Putin
Владивосток	Vladivostok
Вулкан	Volcano
Волга	Volga River
Волгоград	Volgograd
Одбојка	Volleyball
Волт	Volt
Франсоа Волтер	Voltaire
Волумен	Volume
Повраќање	Vomiting
Вулкан (бог)	Vulcan (mythology)
W	W
Велс	Wales
Волт Дизни	Walt Disney
Војна	War
Варшава	Warsaw
Вашингтон	Washington
Вашингтон (сојузна држава)	Washington
Вода	Water
Ватерполо	Water polo
Вотергејтска афера	Watergate scandal
Ват	Watt
Веб прелистувач	Web browser
Веб страница	Web page
Веб-сајт	Website
Среда	Wednesday
Тежина	Weight
Вајмар	Weimar
Вајмарска Република	Weimar Republic
Западен Брег	West Bank
Западен Берлин	West Berlin
Западна Вирџинија	West Virginia
Западна Сахара	Western Sahara
Кит	Whale
Леукоцит	White blood cell
Визбаден	Wiesbaden
Вилијам Блејк	William Blake
Вилијам Фокнер	William Faulkner
Вилијам Шекспир	William Shakespeare
Врба	Willow
Виндхук	Windhoek
Вино	Wine
Категорија:Вино	Wine
Винстон Черчил	Winston Churchill
Висконсин	Wisconsin
Волфганг Амадеус Моцарт	Wolfgang Amadeus Mozart
Збор	Word
Светска Банка	World Bank
Светска Трговска Организација	World Trade Organization
Прва Светска војна	World War I
Категорија:Прва Светска војна	World War I
Втора светска војна	World War II
Категорија:Втора Светска војна	World War II
Категорија:World Wide Web	World Wide Web
Систем на пишување	Writing system
Вајоминг	Wyoming
Јангцекјанг	Yangtze River
Јарда	Yard
Јасер Арафат	Yasser Arafat
Јемен	Yemen
Ереван	Yerevan
Југославија	Yugoslavia
Категорија:Југославија	Yugoslavia
Јукон	Yukon
Јуриј Гагарин	Yuri Gagarin
Загреб	Zagreb
Зебра	Zebra
Зевс	Zeus
Зевс	Zeus (disambiguation)
Зимбабве	Zimbabwe
Цинк	Zinc
Ционизам	Zionism
Зодијак	Zodiac
Зоологија	Zoology
Категорија:Зоологија	Zoology
Зороастризам	Zoroastrianism
