Hebrew	English
ארגון העבודה הבינלאומי	International Labour Organization
קרן המטבע הבינלאומית	International Monetary Fund
מערכת היחידות הבינלאומית	International System of Units
קטגוריה:משפט בינלאומי	International law
ארגון בינלאומי	International organization
אינטרנט	Internet
קטגוריה:אינטרנט	Internet
Internet Explorer	Internet Explorer
מחנה ריכוז	Internment
מפרש (תוכנה)	Interpreter (computing)
חיתוך (מתמטיקה)	Intersection (set theory)
מרווח (מוזיקה)	Interval (music)
מעיים	Intestine
אינטראנט	Intranet
המצאה	Invention
חסרי חוליות	Invertebrate
איו (ירח)	Io (moon)
איו (מיתולוגיה)	Io (mythology)
יוד	Iodine
יון	Ion
איוניה	Ionia
הים היוני	Ionian Sea
קשר יוני	Ionic bond
יונוספירה	Ionosphere
יוטא	Iota
איווה	Iowa
קטגוריה:איווה	Iowa
איראן	Iran
קטגוריה:איראן	Iran
מלחמת איראן-עיראק	Iran-Iraq War
עיראק	Iraq
קטגוריה:עיראק	Iraq
אירלנד (אי)	Ireland
אירנאוס	Irenaeus
אירידיום	Iridium
קשתית	Iris (anatomy)
איריס	Iris (mythology)
IRA	Irish Republican Army
הים האירי	Irish Sea
קטגוריה:אירים	Irish people
ברזל	Iron
תקופת הברזל	Iron Age
מסך הברזל	Iron Curtain
איירון מיידן	Iron Maiden
אירוניה	Irony
מספר אי רציונלי	Irrational number
אירידנטה	Irredentism
אירטיש	Irtysh River
יצחק	Isaac
אייזק אסימוב	Isaac Asimov
יצחק בשביס-זינגר	Isaac Bashevis Singer
אייזק ניוטון	Isaac Newton
איזדורה דנקן	Isadora Duncan
ישמעאל	Ishmael
איזיס	Isis
אסלאם	Islam
קטגוריה:אסלאם	Islam
איסלמבאד	Islamabad
הלוח המוסלמי	Islamic calendar
אי	Island
האי מאן	Isle of Man
קטגוריה:האי מאן	Isle of Man
איזומר	Isomer
איסורוקו יאממוטו	Isoroku Yamamoto
איזוטופ	Isotope
ישראל	Israel
קטגוריה:ישראל	Israel
איסטנבול	Istanbul
קטגוריה:איסטנבול	Istanbul
מצר יבשה	Isthmus
חצי האי האפניני	Italian Peninsula
איטלו קאלווינו	Italo Calvino
איטליה	Italy
קטגוריה:איטליה	Italy
איתקה	Ithaca
איוון לנדל	Ivan Lendl
איוואן פבלוב	Ivan Pavlov
איוון טורגנייב	Ivan Turgenev
שנהב	Ivory
ליגת הקיסוס	Ivy League
איוו ג'ימה	Iwo Jima
J	J
ג'רום דייוויד סלינג'ר	J. D. Salinger
ג'יימס מתיו ברי	J. M. Barrie
ג'ק קרואק	Jack Kerouac
ג'ק למון	Jack Lemmon
ג'ק לונדון	Jack London
ג'ק המרטש	Jack the Ripper
קאק	Jackdaw
ג'קסון (מיסיסיפי)	Jackson
ג'קסון פולוק	Jackson Pollock
ג'קסונוויל	Jacksonville
יעקב	Jacob
ז'ק קרטייה	Jacques Cartier
ז'אק דרידה	Jacques Derrida
ז'ק אופנבך	Jacques Offenbach
ירקן	Jade
יגואר	Jaguar
ג'ייניזם	Jainism
ג'קרטה	Jakarta
ג'מייקה	Jamaica
קטגוריה:ג'מייקה	Jamaica
יעקב בן זבדי	James
ג'יימס גרפילד	James A. Garfield
ג'יימס בונד	James Bond
ג'יימס ביוקנן	James Buchanan
ג'יימס קלרק מקסוול	James Clerk Maxwell
ג'יימס קוק	James Cook
ג'יימס פרנק	James Franck
ג'יימס ג'ויס	James Joyce
ג'יימס פולק	James K. Polk
ג'יימס מדיסון	James Madison
ג'יימס מונרו	James Monroe
ג'יימס נייסמית'	James Naismith
ג'יימס ג'ול	James Prescott Joule
ג'יימס ואט	James Watt
ג'אמו וקשמיר	Jammu and Kashmir
יאן הוס	Jan Hus
יאן ואן אייק	Jan van Eyck
ג'יין אוסטן	Jane Austen
ג'יין פונדה	Jane Fonda
ג'יין סימור	Jane Seymour
ג'ניס ג'ופלין	Janis Joplin
יניצ'רים	Janissary
ינואר	January
1 בינואר	January 1
19 בינואר	January 19
20 בינואר	January 20
6 בינואר	January 6
יאנוס	Janus (mythology)
יפן	Japan
קטגוריה:יפן	Japan
יאסון (מיתולוגיה)	Jason
צהבת	Jaundice
ג'אווה	Java
Java	Java (programming language)
ג'ווהרלל נהרו	Jawaharlal Nehru
ג'אז	Jazz
קטגוריה:ג'אז	Jazz
ז'אן אוגוסט דומיניק אנגר	Jean Auguste Dominique Ingres
ז'אן קוקטו	Jean Cocteau
ז'אן פיאז'ה	Jean Piaget
ז'אן רסין	Jean Racine
יאן סיבליוס	Jean Sibelius
ז'אן דה לה פונטן	Jean de La Fontaine
ז'אן-ז'אק רוסו	Jean-Jacques Rousseau
ז'אן-פול סארטר	Jean-Paul Sartre
ז'אן-פיליפ ראמו	Jean-Philippe Rameau
ג'דה	Jeddah
ג'פרסון סיטי	Jefferson City
ג'פרסון דייוויס	Jefferson Davis
השם המפורש	Jehovah
עדי יהוה	Jehovah's Witnesses
מדוזה	Jellyfish
ג'רמי בנת'ם	Jeremy Bentham
חרס דה לה פרונטרה	Jerez de la Frontera
יריחו	Jericho
הירונימוס	Jerome
ג'רזי	Jersey
ירושלים	Jerusalem
קטגוריה:ירושלים	Jerusalem
ישו	Jesus
מנוע סילון	Jet engine
יהודים	Jew
נבל פה	Jew's harp
ג'יהאד	Jihad
ג'ימי הנדריקס	Jimi Hendrix
ג'ימי קרטר	Jimmy Carter
ז'אן ד'ארק	Joan of Arc
יוהן ברנולי	Johann Bernoulli
יוהן סבסטיאן באך	Johann Sebastian Bach
יוהן וולפגנג פון גתה	Johann Wolfgang von Goethe
יוהנס ברהמס	Johannes Brahms
יוהאנס דידריק ואן דר ואלס	Johannes Diderik van der Waals
יוהן גוטנברג	Johannes Gutenberg
יוהנס קפלר	Johannes Kepler
יוהנס וילהלם ינסן	Johannes Vilhelm Jensen
יוהנסבורג	Johannesburg
ג'ון אדמס	John Adams
ג'ון ברדין	John Bardeen
ג'ון קייג'	John Cage
ז'אן קלווין	John Calvin
יוחנן כריסוסטומוס	John Chrysostom
ג'ון דלטון	John Dalton
ג'ון דיואי	John Dewey
ג'ון גולסוורתי	John Galsworthy
ג'ון הרשל	John Herschel
ג'ון קיטס	John Keats
ג'ון לנון	John Lennon
ג'ון לוק	John Locke
ג'ון מייג'ור	John Major
ג'ון מיינרד קיינס	John Maynard Keynes
ג'ון מילטון	John Milton
ג'ון נפייר	John Napier
ג'ון קווינסי אדמס	John Quincy Adams
ג'ון ראסקין	John Ruskin
ג'ון סטיינבק	John Steinbeck
ג'ון סטיוארט מיל	John Stuart Mill
ג'ון טיילר	John Tyler
ג'ון ויין	John Wayne
יוחנן המטביל	John the Baptist
ג'ון פון נוימן	John von Neumann
ג'וני קאש	Johnny Cash
מפרק	Joint
ג'ונתן סוויפט	Jonathan Swift
ירדן	Jordan
קטגוריה:ירדן	Jordan
נהר הירדן	Jordan River
חורחה לואיס בורחס	Jorge Luis Borges
ג'וזף קונרד	Joseph Conrad
יוזף גבלס	Joseph Goebbels
יוזף היידן	Joseph Haydn
לואי ז'וזף גה-ליסאק	Joseph Louis Gay-Lussac
ג'וזף מקארתי	Joseph McCarthy
ג'וזף פריסטלי	Joseph Priestley
ג'וזף פוליצר	Joseph Pulitzer
יוזף שומפטר	Joseph Schumpeter
ג'וזף סמית' הבן	Joseph Smith
יוסיף סטלין	Joseph Stalin
יוסף בן מתתיהו	Josephus
ג'ול	Joule
עיתונאות	Journalism
עיתונאי	Journalist
יוביאנוס	Jovian
ג'ויסטיק	Joystick
יהדות	Judaism
קטגוריה:יהדות	Judaism
יהודה איש קריות	Judas Iscariot
יהודה (חבל ארץ)	Judea
ג'ודו	Judo
ג'ודי גרלנד	Judy Garland
ג'ו ג'וטסו	Jujutsu
ז'ול ורן	Jules Verne
הלוח היוליאני	Julian calendar
יוליאנוס הכופר	Julian the Apostate
יוליוס קיסר	Julius Caesar
יולי	July
1 ביולי	July 1
4 ביולי	July 4
יוני	June
14 ביוני	June 14
21 ביוני	June 21
23 ביוני	June 23
24 ביוני	June 24
29 ביוני	June 29
3 ביוני	June 3
ג'ונו	Juneau
ערער	Juniper
יונו	Juno (mythology)
צדק (כוכב לכת)	Jupiter
קטגוריה:צדק	Jupiter
יופיטר	Jupiter (disambiguation)
יופיטר (מיתולוגיה)	Jupiter (mythology)
יורה (גאולוגיה)	Jurassic
יוסטיניאנוס הראשון	Justinian I
יוטלנד	Jutland
K	K
K2	K2
ק.ג.ב.	KGB
כעבה	Kaaba
קבלה	Kabbalah
קאבול	Kabul
קלהארי	Kalahari Desert
חצי האי קמצ'טקה	Kamchatka Peninsula
קמיקזה	Kamikaze
קמפלה	Kampala
קנדהאר	Kandahar
קנגורו	Kangaroo
קנזס	Kansas
קטגוריה:קנזס	Kansas
קפא	Kappa
קראצ'י	Karachi
קארקוראם	Karakoram
קריוקי	Karaoke
קראטה	Karate
איזק דינסן	Karen Blixen
קרל יאספרס	Karl Jaspers
קרל מרקס	Karl Marx
קרל פופר	Karl Popper
קארמה	Karma
קארנאטקה	Karnataka
קתרין הפבורן	Katharine Hepburn
קטמנדו	Kathmandu
קטוביץ	Katowice
קובנה	Kaunas
קיאק	Kayak
קזחסטן	Kazakhstan
קטגוריה:קזחסטן	Kazakhstan
קאזאן	Kazan
קזימיר מלביץ'	Kazimir Malevich
יחידות מידה לטמפרטורה	Kelvin
קנט	Kent
קנטקי	Kentucky
קטגוריה:קנטקי	Kentucky
קניה	Kenya
קטגוריה:קניה	Kenya
ליבה (מדעי המחשב)	Kernel (computer science)
קרוסן	Kerosene
קטשופ	Ketchup
קטון	Ketone
מקלדת מחשב	Keyboard (computing)
כלי מקלדת	Keyboard instrument
חברובסק	Khabarovsk
חאן (תואר)	Khan
חרקוב	Kharkiv
חרטום	Khartoum
קמר רוז'	Khmer Rouge
ח'ופו	Khufu
קיבוץ	Kibbutz
כליה	Kidney
קייב	Kiev
קיגאלי	Kigali
קילוגרם	Kilogram
קילומטר לשעה	Kilometres per hour
קימונו	Kimono
גן ילדים	Kindergarten
קינמטיקה	Kinematics
אנרגיה קינטית	Kinetic energy
מלך (שחמט)	King (chess)
המלך ארתור	King Arthur
המלך ליר	King Lear
ממלכה (טקסונומיה)	Kingdom (biology)
קינגסטון	Kingston
קינגסטאון	Kingstown
קינשאסה	Kinshasa
קיריבטי	Kiribati
קטגוריה:קיריבטי	Kiribati
כירכוכ	Kirkuk
נשיקה	Kiss
עפיפון	Kite
קיווי (עוף)	Kiwi
ברך	Knee
הכנסת	Knesset
סכין	Knife
אביר	Knight
פרש (שחמט)	Knight (chess)
קשר (יחידת מידה)	Knot (speed)
ידע	Knowledge
קנוט האמסון	Knut Hamsun
קואלה	Koala
קובה (יפן)	Kobe
חצי האי קולה	Kola Peninsula
קולקטה	Kolkata
דרקון קומודו	Komodo dragon
Konqueror	Konqueror
קונרד אדנאואר	Konrad Adenauer
קוריאה	Korea
קטגוריה:קוריאה	Korea
מלחמת קוריאה	Korean War
קוסובו	Kosovo
קטגוריה:קוסובו	Kosovo
קרקטואה	Krakatoa
קרמלין	Kremlin
קרישנה	Krishna
קריפטון	Krypton
קו קלוקס קלאן	Ku Klux Klan
קואלה לומפור	Kuala Lumpur
קובלאי חאן	Kublai Khan
חגורת קויפר	Kuiper belt
קונג פו	Kung fu (term)
הרי קונלון	Kunlun Mountains
קוומינטנג	Kuomintang
קורה (נהר)	Kura River
כורדיסטן	Kurdistan
קטגוריה:כורדיסטן	Kurdistan
מפלגת הפועלים של כורדיסטן	Kurdistan Workers Party
קורט וונגוט	Kurt Vonnegut
קורט ולדהיים	Kurt Waldheim
כווית	Kuwait
קטגוריה:כווית	Kuwait
כווית סיטי	Kuwait City
קיוטו	Kyoto
קירגיזסטן	Kyrgyzstan
קטגוריה:קירגיזסטן	Kyrgyzstan
L	L
LAMP (תשתיות תוכנה)	LAMP (software bundle)
לה פאס	La Paz
LaTeX	LaTeX
מעבדה	Laboratory
מפלגת הלייבור הבריטית	Labour Party (UK)
לברדור רטריבר	Labrador Retriever
חומצה לקטית	Lactic acid
לקטוז	Lactose
ג'יין גריי	Lady Jane Grey
ארנבאים	Lagomorpha
לאגוס	Lagos
לאהור	Lahore
לסה פר	Laissez-faire
אגם	Lake
ימת באיקל	Lake Baikal
אגם בלטון	Lake Balaton
ימת צ'אד	Lake Chad
קונסטנץ (ימה)	Lake Constance
ימת אירי	Lake Erie
אגם ז'נבה	Lake Geneva
ימת יורון	Lake Huron
ימת לדוגה	Lake Ladoga
אגם מלאווי	Lake Malawi
ימת מישיגן	Lake Michigan
ימת אונגה	Lake Onega
ימת אונטריו	Lake Ontario
ימת סופיריור	Lake Superior
אגם טנגנייקה	Lake Tanganyika
אגם ויקטוריה	Lake Victoria
למבדא	Lambda
שפתניים	Lamiaceae
פרס (עוף)	Lammergeier
לנקשייר	Lancashire
מיתרני ראש	Lancelet
מטמנה	Landfill
שפה	Language
לנגדוק-רוסיון	Languedoc-Roussillon
לאנסינג	Lansing
לנתניד	Lanthanide
לנתן	Lanthanum
לאוס	Laos
קטגוריה:לאוס	Laos
מחשב נייד	Laptop
פגית	Larva
בית הקול	Larynx
לאס וגאס	Las Vegas
לייזר	Laser
מחרטה	Lathe
לטינית	Latin
אמריקה הלטינית	Latin America
אלפבית לטיני	Latin alphabet
קו רוחב	Latitude
לטביה	Latvia
קטגוריה:לטביה	Latvia
צחוק	Laughter
לאוראסיה	Laurasia
לוזאן	Lausanne
לבה	Lava
משפטים	Law
קטגוריה:חוק ומשפט	Law
קטגוריה:משטרות	Law enforcement
לורנציום	Lawrencium
עורך דין	Lawyer
לאציו	Lazio
לה קורבוזיה	Le Corbusier
עופרת	Lead
עלה	Leaf
חבר הלאומים	League of Nations
מגדל פיזה	Leaning Tower of Pisa
שנה מעוברת	Leap year
למידה	Learning
לבנון	Lebanon
קטגוריה:לבנון	Lebanon
לדה (מיתולוגיה)	Leda (mythology)
לי הארווי אוסוואלד	Lee Harvey Oswald
לידס	Leeds
שמאליות	Left-handed
סיפור עם	Legend
פרלמנט	Legislature
לגו	Lego
לסטר	Leicester
ליידן	Leiden
לייפציג	Leipzig
לימון	Lemon
לנה	Lena River
אורך	Length
עדשה	Lens (optics)
התענית	Lent
עדשה תרבותית	Lentil
אריה (קבוצת כוכבים)	Leo (constellation)
לאון טרוצקי	Leon Trotsky
ליאונרד ברנשטיין	Leonard Bernstein
לאונרדו דה וינצ'י	Leonardo da Vinci
לאונרד אוילר	Leonhard Euler
ליאוניד ברז'נייב	Leonid Brezhnev
נמר	Leopard
פרפראים	Lepidoptera
צרעת	Leprosy
לפטון	Lepton
ארנבת (קבוצת כוכבים)	Lepus (constellation)
לסביות	Lesbian
לסוטו	Lesotho
קטגוריה:לסוטו	Lesotho
האנטילים הקטנים	Lesser Antilles
לטו	Leto
אות	Letter (alphabet)
לוקמיה	Leukemia
לבנט	Levant
מנוף (מכניקה)	Lever
לווייתן (מיתולוגיה)	Leviathan
ויקרא	Leviticus
לואיס קרול	Lewis Carroll
להסה	Lhasa
להוטסה	Lhotse
ליברליזם	Liberalism
קטגוריה:ליברליזם	Liberalism
הנמרים הטמילים	Liberation Tigers of Tamil Eelam
ליבריה	Liberia
קטגוריה:ליבריה	Liberia
מאזניים (קבוצת כוכבים)	Libra (constellation)
ספרייה	Library
מדעי המידע	Library science
לברית	Libretto
ליברוויל	Libreville
לוב	Libya
קטגוריה:לוב	Libya
חזזית	Lichen
שקר לבן	Lie
ליכטנשטיין	Liechtenstein
קטגוריה:ליכטנשטיין	Liechtenstein
לוטננט	Lieutenant
חיים	Life
אור	Light
דיודה פולטת אור	Light-emitting diode
שנת אור	Light-year
מצית	Lighter
מגדלור	Lighthouse
ברק	Lightning
ליגוריה	Liguria
שושניים	Liliaceae
לילית (מיתולוגיה)	Lilith
ליל	Lille
לילונגווה	Lilongwe
לימה	Lima
לימריק	Limerick
אבן גיר	Limestone
גבול (מתמטיקה)	Limit (mathematics)
לימנולוגיה	Limnology
לינקולן (נברסקה)	Lincoln
לינקולן	Lincoln
ישר	Line (mathematics)
אלגברה לינארית	Linear algebra
קטגוריה:אלגברה לינארית	Linear algebra
משוואה לינארית	Linear equation
לינגואה פרנקה	Lingua franca
בלשנות	Linguistics
קטגוריה:בלשנות	Linguistics
לינוס פאולינג	Linus Pauling
לינוקס	Linux
לינץ	Linz
אריה	Lion
ליפיד	Lipid
ליקר	Liqueur
נוזל	Liquid
LCD	Liquid crystal display
ליסבון	Lisbon
ליזה מייטנר	Lise Meitner
LISP	Lisp (programming language)
אוריינות	Literacy
ספרות	Literature
קטגוריה:ספרות	Literature
פורטל:ספרות	Literature
ליתיום	Lithium
הדפס אבן	Lithography
ליתוספירה	Lithosphere
ליטא	Lithuania
קטגוריה:ליטא	Lithuania
ליטר	Litre
כוס החורבות	Little Owl
ליברפול	Liverpool
טיטוס ליוויוס	Livy
לטאות	Lizard
ליובליאנה	Ljubljana
למה מצויה	Llama
שאילת מילים	Loanword
רשת מקומית	Local area network
לוך נס	Loch Ness
המפלצת מלוך נס	Loch Ness Monster
קטר	Locomotive
לוגריתם	Logarithm
לוגיקה	Logic
קטגוריה:לוגיקה	Logic
שער לוגי	Logic gate
לוגיסטיקה	Logistics
לוגו	Logo
לוקי	Loki
לוליטה	Lolita
לומברדיה	Lombardy
לונדון	London
קטגוריה:לונדון	London
לונג ביץ'	Long Beach
לונג איילנד	Long Island
קפיצה לרוחק	Long jump
ינשוף עצים	Long-eared Owl
לופה דה וגה	Lope de Vega
תפילת האדון	Lord's Prayer
לורן	Lorraine (region)
לוס אנג'לס	Los Angeles
רמקול	Loudspeaker
לואי אראגון	Louis Aragon
לואי ארמסטרונג	Louis Armstrong
לואי ברייל	Louis Braille
לואי פסטר	Louis Pasteur
לואי החסיד	Louis the Pious
לואי השני, מלך צרפת	Louis the Stammerer
לואיזיאנה	Louisiana
קטגוריה:לואיזיאנה	Louisiana
לואיוויל	Louisville
מוזיאון הלובר	Louvre
אהבה	Love
סקסונית תחתית	Low German
סקסוניה התחתונה	Lower Saxony
לואנדה	Luanda
לובלין	Lublin
לוצרן	Lucerne
לוצ'אנו פבארוטי	Luciano Pavarotti
לוציפר	Lucifer
לוקרטיוס	Lucretius
לוקרציה בורג'ה	Lucrezia Borgia
לודוויג בולצמן	Ludwig Boltzmann
לודוויג מיס ון דר רוהה	Ludwig Mies van der Rohe
לודוויג ויטגנשטיין	Ludwig Wittgenstein
לודוויג ואן בטהובן	Ludwig van Beethoven
לופטוואפה	Luftwaffe
לואיג'י גלווני	Luigi Galvani
לואיג'י פיראנדלו	Luigi Pirandello
לומן	Lumen (unit)
לומינסנציה	Luminescence
ליקוי ירח	Lunar eclipse
ריאה	Lung
סרטן הריאה	Lung cancer
דגי ריאות	Lungfish
זאב (קבוצת כוכבים)	Lupus (constellation)
לוסקה	Lusaka
לוסיטניה (פרובינקיה רומית)	Lusitania
לאוטה	Lute
לוטציום	Lutetium
לותרניזם	Lutheranism
לוקס	Lux
לוקסמבורג	Luxembourg
קטגוריה:לוקסמבורג	Luxembourg
לוקסמבורג (עיר)	Luxembourg (city)
לוקסור	Luxor
ליצ'י	Lychee
לידיה	Lydia
מערכת הלימפה	Lymphatic system
לינקס (קבוצת כוכבים)	Lynx (constellation)
ליון	Lyon
נבל (קבוצת כוכבים)	Lyra
LSD	Lysergic acid diethylamide
ליזין	Lysine
ליזוזום	Lysosome
M	M
תורת M	M-theory
MESSENGER	MESSENGER
Multipurpose Internet Mail Extensions	MIME
מקאו	Macau
מקבת'	Macbeth
מוקדון	Macedon
מקדוניה (פירושונים)	Macedonia
מקדוניה היוונית	Macedonia (Greece)
מספר מאך	Mach number
מכונה	Machine
שפת מכונה	Machine code
מקלע	Machine gun
תרגום מכונה	Machine translation
מאצ'ו פיצ'ו	Machu Picchu
מקינטוש	Macintosh
מקרו-כלכלה	Macroeconomics
מדגסקר	Madagascar
קטגוריה:מדגסקר	Madagascar
מדיירה	Madeira
מדיסון	Madison
מדונה	Madonna (entertainer)
מדריד	Madrid
מדריד (קהילה אוטונומית)	Madrid (autonomous community)
מאפיה (פשע מאורגן)	Mafia
כתב עת	Magazine
מג'נטה	Magenta
מגרב	Maghreb
כישוף	Magic (paranormal)
ריבוע קסם	Magic square
קו מאז'ינו	Maginot Line
מאגמה	Magma
מגנה כרטה	Magna Carta
מגנזיום	Magnesium
מגנט	Magnet
שדה מגנטי	Magnetic field
דימות תהודה מגנטית	Magnetic resonance imaging
מגנטיות	Magnetism
מגנטיט	Magnetite
זכוכית מגדלת	Magnifying glass
קטגוריה:דו-פסיגיים קדומים	Magnoliopsida
מהרשטרה	Maharashtra
מוהנדס קרמצ'נד גאנדי	Mahatma Gandhi
מהיינה	Mahayana
דואר	Mail
רמב"ם	Maimonides
מיין (נהר)	Main
תבנית:הפניה לערך מורחב	Main
מיין	Maine
קטגוריה:מיין	Maine
מחשב מרכזי	Mainframe computer
תירס	Maize
סולם מז'ורי	Major scale
מיורקה	Majorca
מקלו	Makalu
מלאבו	Malabo
מלכיט	Malachite
סרטנים עילאיים	Malacostraca
מלריה	Malaria
קטגוריה:מלאווי	Malawi
חצי האי המלאי	Malay Peninsula
טפיר אסייתי	Malayan Tapir
מלזיה	Malaysia
קטגוריה:מלזיה	Malaysia
מלקולם אקס	Malcolm X
האיים המלדיביים	Maldives
קטגוריה:המלדיביים	Maldives
מאלי	Mali
קטגוריה:מאלי	Mali
ברכיה (עוף)	Mallard
מלטה	Malta
קטגוריה:מלטה	Malta
מלטית	Maltese language
מלטוז	Maltose
יונקים	Mammal
ממותה	Mammoth
ניהול	Management
מנגואה	Managua
מנאמה	Manama
תחש נהרות	Manatee
מנצ'סטר	Manchester
מנצ'וריה	Manchuria
מנדלה	Mandala
מנדרינית	Mandarin (linguistics)
מנדרינה	Mandarin orange
קבוצת מנדלברוט	Mandelbrot set
מנגן	Manganese
מנגו	Mango
מנגרובים	Mangrove
מנהטן	Manhattan
פרויקט מנהטן	Manhattan Project
מניכאיזם	Manichaeism
מנילה	Manila
מאניפור	Manipur
מניטובה	Manitoba
מנייריזם	Mannerism
מנהיים	Mannheim
מעטפת כדור הארץ	Mantle (geology)
מנטרה	Mantra
מנטובה	Mantua
מנואל דה פאיה	Manuel de Falla
כתב יד (מקור)	Manuscript
מאו דזה דונג	Mao Zedong
מפה	Map
אדר (עץ)	Maple
מפוטו	Maputo
ריצת מרתון	Marathon
שיש	Marble
מארק שאגאל	Marc Chagall
מרסל דושאן	Marcel Duchamp
מרסל מרסו	Marcel Marceau
מרסל פרוסט	Marcel Proust
מרץ	March
17 במרץ	March 17
19 במרץ	March 19
2 במרץ	March 2
25 במרץ	March 25
מארקה	Marche
מרקו פולו	Marco Polo
מרקוס אורליוס	Marcus Aurelius
מרקוס יוניוס ברוטוס	Marcus Junius Brutus
מרקוס ויפסניוס אגריפה	Marcus Vipsanius Agrippa
מרדוך	Marduk
מרגרט מיד	Margaret Mead
מרגרט מיצ'ל	Margaret Mitchell
מרגרט תאצ'ר	Margaret Thatcher
מריה קאלאס	Maria Callas
איי מריאנה	Mariana Islands
מארי אנטואנט	Marie Antoinette
מארי קירי	Marie Curie
מריהמן	Mariehamn
מרילין מונרו	Marilyn Monroe
מריו ורגאס יוסה	Mario Vargas Llosa
מרקוס אנטוניוס	Mark Antony
מארק טוויין	Mark Twain
שוק (כלכלה)	Market
שיווק	Marketing
קטגוריה:שיווק	Marketing
מרלן דיטריך	Marlene Dietrich
המרקיז דה סאד	Marquis de Sade
מרקש	Marrakech
נישואים	Marriage
קטגוריה:מאדים	Mars
מרס	Mars (disambiguation)
מרס (מיתולוגיה)	Mars (mythology)
מרסיי	Marseille
איי מרשל	Marshall Islands
קטגוריה:איי מרשל	Marshall Islands
תוכנית מרשל	Marshall Plan
חיות כיס	Marsupial
מרטין בובר	Martin Buber
מרטין היידגר	Martin Heidegger
מרטין לותר	Martin Luther
מרטין לותר קינג	Martin Luther King
מרטין סקורסזה	Martin Scorsese
מרטין ון ביורן	Martin Van Buren
מרטינה נברטילובה	Martina Navratilova
מרטיניק	Martinique
מרטיר	Martyr
האחים מרקס	Marx Brothers
מרקסיזם	Marxism
קטגוריה:מרקסיזם	Marxism
מרים, אם ישו	Mary (mother of Jesus)
מרים המגדלית	Mary Magdalene
מרי שלי	Mary Shelley
מרי וולסטונקראפט	Mary Wollstonecraft
מרילנד	Maryland
קטגוריה:מרילנד	Maryland
מסרו	Maseru
משהד	Mashhad
מסה	Mass
מיסה	Mass (liturgy)
מספר מסה	Mass number
מסצ'וסטס	Massachusetts
קטגוריה:מסצ'וסטס	Massachusetts
המכון הטכנולוגי של מסצ'וסטס	Massachusetts Institute of Technology
אוננות	Masturbation
מאטה הארי	Mata Hari
גפרור	Match
מטריאליזם	Materialism
לוגיקה מתמטית	Mathematical logic
קטגוריה:לוגיקה מתמטית	Mathematical logic
הוכחה	Mathematical proof
מתמטיקה	Mathematics
קטגוריה:מתמטיקה	Mathematics
פורטל:מתמטיקה	Mathematics
מטריצה	Matrix (mathematics)
חומר	Matter
מטרהורן	Matterhorn
מאונה לואה	Mauna Loa
מוריס ראוול	Maurice Ravel
מאוריטניה	Mauritania
קטגוריה:מאוריטניה	Mauritania
מאוריציוס	Mauritius
קטגוריה:מאוריציוס	Mauritius
מקס בורן	Max Born
מקס ברוך	Max Bruch
מקס ארנסט	Max Ernst
מקס פלאנק	Max Planck
מקס ובר	Max Weber
משוואות מקסוול	Maxwell's equations
מאי	May
1 במאי	May 1
24 במאי	May 24
בריומאים	Mayfly
מיונז	Mayonnaise
ראש עירייה	Mayor
מבבנה	Mbabane
מקארתיזם	McCarthyism
תמד	Mead
חצבת	Measles
מידה (מתמטיקה)	Measure (mathematics)
מדידה	Measurement
בשר (מזון)	Meat
מכה	Mecca
הנדסת מכונות	Mechanical engineering
קטגוריה:הנדסת מכונות	Mechanical engineering
קטגוריה:מכניקה	Mechanics
מדיאה	Medea
חציון	Median
תרופה	Medication
בית מדיצ'י	Medici
רפואה	Medicine
קטגוריה:רפואה	Medicine
אל-מדינה	Medina
מדיטציה	Meditation
קטגוריה:הים התיכון	Mediterranean
הים התיכון	Mediterranean Sea
מדוזה (מיתולוגיה)	Medusa
סוריקטה	Meerkat
מיוזה	Meiosis
מייסטר אקהרט	Meister Eckhart
מייטנריום	Meitnerium
מקונג	Mekong
מל גיבסון	Mel Gibson
מלנזיה	Melanesia
מלודיה	Melody
מלפומנה	Melpomene
התכה	Melting
נקודת התכה	Melting point
מם	Meme
זיכרון	Memory
ממפיס	Memphis
מנחם בגין	Menachem Begin
מנדלביום	Mendelevium
מנלאוס (מלך ספרטה)	Menelaus
דלקת קרום המוח	Meningitis
הר השולחן (קבוצת כוכבים)	Mensa (constellation)
וסת	Menstrual cycle
וסת	Menstruation
מחלת נפש	Mental disorder
נענע	Mentha
מרקנטיליזם	Mercantilism
שכיר חרב	Mercenary
מרקורי	Mercury
כספית	Mercury (element)
מרקורי (מיתולוגיה)	Mercury (mythology)
כוכב חמה	Mercury (planet)
מרידיאן	Meridian (geography)
בת ים (מיתולוגיה)	Mermaid
השושלת המרובינגית	Merovingian
מריל סטריפ	Meryl Streep
מסקלין	Mescaline
תקופת האבן התיכונה	Mesolithic
מזון (חלקיק)	Meson
ארם נהריים	Mesopotamia
קטגוריה:מסופוטמיה	Mesopotamia
מזוספירה	Mesosphere
מזוזואיקון	Mesozoic
MRNA	Messenger RNA
משיח (דתות)	Messiah
מסינה	Messina
מטבוליזם	Metabolism
מתכת	Metal
קשר מתכתי	Metallic bond
מתכות למחצה	Metalloid
מטלורגיה	Metallurgy
קטגוריה:מטלורגיה	Metallurgy
סלע מותמר	Metamorphic rock
מטאפורה	Metaphor
מטאפיזיקה	Metaphysics
